,0
0,15.481251955
1,23.3012840748
2,33.2764561176
3,36.7781999111
4,43.7987971306
5,18.4374759197
6,35.6579918861
7,32.9903650284
8,57.9127559662
9,62.517236948
10,18.9743189812
11,27.9499402046
12,28.7396769524
13,36.4285020828
14,44.2810330391
15,18.190778017
16,25.2015199661
17,34.4302811623
18,37.5832929611
19,120.512742996
20,32.05996418
21,47.7088570595
22,44.3016159534
23,49.3531730175
24,62.3162810802
25,29.4313418865
26,45.7569229603
27,78.0639569759
28,66.6688017845
29,54.6028459072
30,32.4477660656
31,49.7558801174
32,39.2014050484
33,36.7273180485
34,45.3445210457
35,50.5907042027
36,75.2866330147
37,118.123867035
38,141.389925957
39,84.9932889938
40,17.2658519745
41,25.052164793
42,52.0815989971
43,29.2205429077
44,103.342468023
45,21.0758910179
46,33.9117090702
47,45.52688694
48,101.677985907
49,118.464430094
50,20.0430579185
51,41.5681409836
52,32.6716740131
53,54.462239027
54,65.0829370022
55,16.3147060871
56,28.1812391281
57,66.117923975
58,50.3569869995
59,130.488730907
60,64.5146911144
61,35.8014249802
62,69.4210271835
63,92.6335949898
64,45.0166060925
65,54.0216999054
66,155.277821064
67,179.052531958
68,113.421158075
69,121.66537714
70,30.9067890644
71,36.8076348305
72,81.2412338257
73,56.3533258438
74,65.5411100388
