"trace_id","activities","owner","employed","age","income","g"
"0","activity_01","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_04","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_07","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_06","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_05","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_05","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_02","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_03","no","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"1","activity_09","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"1","activity_04","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"1","activity_02","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"2","activity_01","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_04","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_07","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_06","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_05","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_05","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_02","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"2","activity_03","no","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"3","activity_09","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"3","activity_04","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"3","activity_02","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_09","yes","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_04","yes","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_02","yes","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"5","activity_10","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"5","activity_06","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"5","activity_02","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"5","activity_03","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"5","activity_07","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"6","activity_09","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"6","activity_04","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"6","activity_02","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"7","activity_10","yes","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_06","yes","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_02","yes","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_03","yes","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_07","yes","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"8","activity_03","yes","yes","80yo+","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"8","activity_01","yes","yes","80yo+","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"8","activity_04","yes","yes","80yo+","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"8","activity_01","yes","yes","80yo+","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"8","activity_05","yes","yes","80yo+","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"9","activity_09","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"9","activity_04","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"9","activity_02","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"10","activity_09","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"10","activity_04","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"10","activity_02","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"11","activity_10","yes","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_06","yes","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_02","yes","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_03","yes","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_07","yes","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"12","activity_10","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"12","activity_07","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"12","activity_08","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"12","activity_09","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"13","activity_09","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"13","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"13","activity_02","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"14","activity_03","yes","yes","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_01","yes","yes","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_04","yes","yes","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_01","yes","yes","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_05","yes","yes","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_01","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_04","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_07","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_06","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_05","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_05","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_02","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"15","activity_03","yes","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_09","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"16","activity_04","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"16","activity_02","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"17","activity_03","yes","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"17","activity_01","yes","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"17","activity_04","yes","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"17","activity_01","yes","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"17","activity_05","yes","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"18","activity_10","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"18","activity_06","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
