"trace_id","activities","owner","employed","age","income","g"
"0","activity_09","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"0","activity_04","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"0","activity_02","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"1","activity_09","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"1","activity_04","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"1","activity_02","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"2","activity_10","no","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"2","activity_06","no","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"2","activity_02","no","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"2","activity_03","no","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"2","activity_07","no","yes","60-79yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_09","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"3","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"3","activity_02","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_10","yes","no","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"4","activity_07","yes","no","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"4","activity_08","yes","no","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"4","activity_09","yes","no","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"5","activity_06","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_01","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_04","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_07","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","noise_3","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_05","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_05","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"5","activity_03","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_09","no","yes","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"6","activity_10","no","yes","60-79yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"7","activity_10","no","yes","80yo+","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_06","no","yes","80yo+","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_02","no","yes","80yo+","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_03","no","yes","80yo+","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_07","no","yes","80yo+","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"8","activity_01","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_04","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_07","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_06","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_05","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_05","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_02","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"8","activity_03","no","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","noise_4","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_01","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_04","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_07","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_06","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_05","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_05","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_02","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"9","activity_03","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"10","activity_10","no","no","0-19yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"10","activity_07","no","no","0-19yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"10","activity_08","no","no","0-19yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"10","activity_09","no","no","0-19yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"11","activity_10","no","no","20-39yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_02","no","no","20-39yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_03","no","no","20-39yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_07","no","no","20-39yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"11","activity_06","no","no","20-39yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"12","activity_03","yes","no","60-79yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"12","activity_01","yes","no","60-79yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"12","activity_04","yes","no","60-79yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"12","activity_01","yes","no","60-79yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"12","activity_05","yes","no","60-79yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"13","activity_10","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"13","activity_07","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"13","activity_08","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"13","activity_09","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"14","activity_10","yes","yes","0-19yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"14","activity_06","yes","yes","0-19yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"14","activity_02","yes","yes","0-19yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"14","activity_03","yes","yes","0-19yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"14","activity_07","yes","yes","0-19yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"15","activity_03","yes","yes","0-19yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_01","yes","yes","0-19yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_04","yes","yes","0-19yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_01","yes","yes","0-19yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_05","yes","yes","0-19yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"16","activity_09","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"16","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"16","activity_02","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"17","activity_10","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_07","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_08","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_09","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"18","activity_01","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_04","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_07","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_06","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_05","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_05","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_02","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"18","activity_03","no","yes","60-79yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_01","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_04","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_07","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_06","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_05","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_05","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_02","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"19","activity_03","yes","no","0-19yo","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"20","activity_09","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"20","activity_04","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"20","activity_02","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"21","activity_09","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"21","activity_04","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"21","activity_02","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"22","activity_10","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"22","activity_07","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"22","activity_08","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"22","activity_09","no","no","20-39yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"23","activity_09","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"23","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"23","activity_02","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"24","activity_10","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"24","activity_07","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"24","activity_08","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"24","activity_09","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"25","activity_10","no","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"25","activity_06","no","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"25","activity_02","no","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"25","activity_03","no","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"25","activity_07","no","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"26","activity_09","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"26","activity_04","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"26","activity_02","no","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"27","activity_09","no","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"27","activity_04","no","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"27","activity_02","no","yes","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"28","activity_04","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"28","activity_06","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"28","activity_09","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"28","activity_02","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"29","activity_10","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"29","activity_07","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"29","activity_08","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"29","activity_09","no","yes","60-79yo","high","activity_10__+__activity_07__+__activity_08__+__activity_09"
"30","activity_09","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"30","noise_3","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"30","activity_06","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"30","activity_02","yes","yes","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_10","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_09","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_09","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_04","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_02","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"32","activity_10","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"32","activity_06","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"32","activity_02","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"32","activity_03","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"32","activity_07","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"33","activity_09","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"33","activity_04","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"33","activity_02","yes","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"34","activity_09","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"34","activity_04","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"34","activity_02","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
