"trace_id","activities","owner","employed","age","income","g"
"0","activity_01","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_04","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_07","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_06","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_05","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_05","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_02","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"0","activity_03","no","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"1","activity_09","no","yes","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"1","noise_3","no","yes","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"1","activity_04","no","yes","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"1","activity_02","no","yes","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"2","activity_09","yes","yes","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"2","activity_06","yes","yes","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"2","activity_05","yes","yes","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"2","activity_10","yes","yes","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"3","activity_10","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","noise_3","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_06","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_03","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_07","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_02","yes","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"4","activity_10","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"4","activity_06","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"4","noise_4","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"4","activity_07","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"5","activity_10","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"5","noise_1","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"5","activity_04","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"5","activity_02","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"5","activity_09","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"5","activity_01","no","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"6","activity_04","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_07","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_06","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_05","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_01","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"6","activity_02","no","yes","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
