"trace_id","activities","owner","employed","age","income","g"
"0","activity_02","no","no","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"0","activity_06","no","no","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"0","activity_03","no","no","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"1","activity_10","no","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"1","activity_03","no","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"1","activity_06","no","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"1","noise_2","no","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"1","activity_07","no","no","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"2","activity_02","no","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"2","activity_09","no","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"2","activity_04","no","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"3","activity_07","yes","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_10","yes","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_06","yes","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"3","activity_02","yes","yes","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"4","activity_09","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_04","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"4","activity_02","yes","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"5","activity_03","no","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"5","activity_01","no","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"5","activity_04","no","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"5","activity_01","no","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"5","activity_05","no","yes","20-39yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"6","activity_02","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"6","activity_04","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"6","activity_09","no","yes","40-59yo","high","activity_09__+__activity_04__+__activity_02"
"7","activity_10","no","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","activity_03","no","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"7","noise_2","no","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"8","activity_04","yes","no","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"8","activity_09","yes","no","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"8","activity_05","yes","no","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"8","activity_02","yes","no","20-39yo","middle","activity_09__+__activity_04__+__activity_02"
"9","activity_02","yes","no","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"9","activity_09","yes","no","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"10","activity_07","yes","no","40-59yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
