"trace_id","activities","owner","employed","car_owner"
"0","activity_12","no","yes","yes"
"0","activity_07","no","yes","yes"
"0","activity_06","no","yes","yes"
"0","activity_05","no","yes","yes"
"0","activity_02","no","yes","yes"
"0","activity_13","no","yes","yes"
"0","activity_14","no","yes","yes"
"1","activity_10","yes","yes","no"
"1","activity_13","yes","yes","no"
"1","activity_08","yes","yes","no"
"1","activity_02","yes","yes","no"
"2","activity_02","no","no","no"
"2","activity_10","no","no","no"
"2","activity_03","no","no","no"
"2","activity_02","no","no","no"
"3","activity_04","no","yes","no"
"3","activity_07","no","yes","no"
"3","activity_06","no","yes","no"
"3","activity_05","no","yes","no"
"3","activity_02","no","yes","no"
"3","activity_13","no","yes","no"
"3","activity_14","no","yes","no"
"4","noise_3","no","yes","yes"
"4","activity_07","no","yes","yes"
"4","activity_06","no","yes","yes"
"4","noise_2","no","yes","yes"
"4","noise_0","no","yes","yes"
"4","activity_05","no","yes","yes"
"4","activity_13","no","yes","yes"
"4","activity_02","no","yes","yes"
"4","activity_14","no","yes","yes"
"5","activity_10","yes","no","no"
"5","activity_01","yes","no","no"
"5","activity_02","yes","no","no"
"5","activity_03","yes","no","no"
"6","activity_02","no","yes","yes"
"6","activity_12","no","yes","yes"
"6","activity_10","no","yes","yes"
"6","activity_15","no","yes","yes"
"7","activity_05","no","no","yes"
"7","activity_04","no","no","yes"
"7","activity_02","no","no","yes"
"7","activity_05","no","no","yes"
"8","activity_12","yes","yes","no"
"8","activity_07","yes","yes","no"
"8","activity_06","yes","yes","no"
"8","activity_05","yes","yes","no"
"8","activity_02","yes","yes","no"
"8","activity_14","yes","yes","no"
"9","activity_12","no","no","no"
"9","activity_07","no","no","no"
"9","activity_06","no","no","no"
"9","activity_05","no","no","no"
"9","activity_02","no","no","no"
"9","activity_13","no","no","no"
"9","activity_14","no","no","no"
