"trace_id","activities","owner","employed","car_owner"
"0","activity_12","no","yes","no"
"0","activity_07","no","yes","no"
"0","activity_06","no","yes","no"
"0","activity_05","no","yes","no"
"0","activity_02","no","yes","no"
"0","activity_13","no","yes","no"
"0","activity_14","no","yes","no"
"1","activity_10","yes","yes","no"
"1","activity_13","yes","yes","no"
"1","activity_08","yes","yes","no"
"1","activity_02","yes","yes","no"
"2","activity_12","no","no","no"
"2","activity_05","no","no","no"
"2","activity_02","no","no","no"
"2","activity_06","no","no","no"
"2","noise_4","no","no","no"
"2","activity_13","no","no","no"
"3","activity_10","no","no","yes"
"3","activity_01","no","no","yes"
"3","activity_02","no","no","yes"
"3","activity_03","no","no","yes"
"4","activity_12","yes","no","no"
"4","activity_07","yes","no","no"
"4","activity_06","yes","no","no"
"4","activity_05","yes","no","no"
"4","activity_02","yes","no","no"
"4","activity_13","yes","no","no"
"4","activity_14","yes","no","no"
"5","activity_12","no","no","no"
"5","activity_13","no","no","no"
"5","activity_02","no","no","no"
"5","activity_06","no","no","no"
"5","activity_13","no","no","no"
"5","activity_14","no","no","no"
"6","activity_05","yes","yes","yes"
"6","activity_04","yes","yes","yes"
"6","activity_02","yes","yes","yes"
"6","activity_05","yes","yes","yes"
"7","activity_12","no","no","no"
"7","activity_07","no","no","no"
"7","activity_06","no","no","no"
"7","activity_05","no","no","no"
"7","activity_02","no","no","no"
"7","activity_13","no","no","no"
"7","activity_14","no","no","no"
"8","activity_02","no","yes","no"
"8","activity_10","no","yes","no"
"8","activity_03","no","yes","no"
"8","activity_02","no","yes","no"
"9","activity_02","no","yes","yes"
"9","activity_12","no","yes","yes"
"9","activity_10","no","yes","yes"
"9","activity_15","no","yes","yes"
