"trace_id","activities","owner","employed","car_owner"
"0","activity_10","yes","no","yes"
"0","activity_01","yes","no","yes"
"0","activity_02","yes","no","yes"
"0","activity_03","yes","no","yes"
"1","activity_10","yes","yes","yes"
"1","activity_13","yes","yes","yes"
"1","activity_08","yes","yes","yes"
"1","activity_02","yes","yes","yes"
"2","activity_12","yes","no","no"
"2","activity_07","yes","no","no"
"2","activity_06","yes","no","no"
"2","activity_12","yes","no","no"
"2","activity_05","yes","no","no"
"2","activity_02","yes","no","no"
"2","activity_13","yes","no","no"
"2","activity_14","yes","no","no"
"3","activity_12","no","no","yes"
"3","activity_07","no","no","yes"
"3","activity_06","no","no","yes"
"3","activity_05","no","no","yes"
"3","activity_13","no","no","yes"
"3","activity_14","no","no","yes"
"4","activity_05","no","yes","yes"
"4","activity_04","no","yes","yes"
"4","activity_02","no","yes","yes"
"4","activity_05","no","yes","yes"
"5","activity_12","no","yes","no"
"5","activity_07","no","yes","no"
"5","activity_06","no","yes","no"
"5","activity_05","no","yes","no"
"5","activity_02","no","yes","no"
"5","activity_13","no","yes","no"
"5","activity_14","no","yes","no"
"6","activity_10","no","yes","yes"
"6","activity_12","no","yes","yes"
"6","activity_07","no","yes","yes"
"6","activity_06","no","yes","yes"
"6","activity_02","no","yes","yes"
"6","activity_05","no","yes","yes"
"6","activity_13","no","yes","yes"
"6","activity_14","no","yes","yes"
"7","activity_06","yes","yes","no"
"7","activity_05","yes","yes","no"
"7","activity_02","yes","yes","no"
"7","activity_13","yes","yes","no"
"7","activity_13","yes","yes","no"
"7","activity_14","yes","yes","no"
"8","activity_02","yes","yes","yes"
"8","activity_12","yes","yes","yes"
"8","activity_10","yes","yes","yes"
"8","activity_15","yes","yes","yes"
"9","activity_02","no","yes","no"
"9","activity_10","no","yes","no"
"9","activity_03","no","yes","no"
"9","activity_02","no","yes","no"
