"trace_id","activities","owner","employed","car_owner","income"
"0","noise_0","yes","no","no","low"
"0","activity_05","yes","no","no","low"
"0","activity_11","yes","no","no","low"
"0","activity_11","yes","no","no","low"
"1","activity_09","no","no","no","high"
"1","activity_08","no","no","no","high"
"1","activity_06","no","no","no","high"
"2","activity_02","no","no","no","middle"
"2","activity_01","no","no","no","middle"
"2","activity_03","no","no","no","middle"
"2","activity_04","no","no","no","middle"
"2","activity_01","no","no","no","middle"
"2","activity_03","no","no","no","middle"
"2","activity_03","no","no","no","middle"
"3","activity_02","no","yes","yes","middle"
"3","activity_01","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"3","activity_04","no","yes","yes","middle"
"3","activity_01","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"4","activity_04","yes","no","no","low"
"4","activity_05","yes","no","no","low"
"4","activity_10","yes","no","no","low"
"4","activity_11","yes","no","no","low"
"4","activity_11","yes","no","no","low"
"5","activity_05","yes","no","no","low"
"5","activity_05","yes","no","no","low"
"5","activity_06","yes","no","no","low"
"5","activity_07","yes","no","no","low"
"6","activity_08","yes","no","no","high"
"6","activity_09","yes","no","no","high"
"6","activity_08","yes","no","no","high"
"6","activity_06","yes","no","no","high"
"7","activity_08","yes","yes","no","low"
"7","activity_09","yes","yes","no","low"
"7","activity_09","yes","yes","no","low"
"7","activity_08","yes","yes","no","low"
"7","activity_06","yes","yes","no","low"
"8","activity_05","no","no","yes","high"
"8","activity_06","no","no","yes","high"
"8","noise_4","no","no","yes","high"
"8","activity_05","no","no","yes","high"
"8","activity_06","no","no","yes","high"
"9","activity_02","yes","no","no","high"
"9","noise_0","yes","no","no","high"
"9","activity_01","yes","no","no","high"
"9","activity_04","yes","no","no","high"
"9","activity_01","yes","no","no","high"
"9","activity_03","yes","no","no","high"
"9","activity_03","yes","no","no","high"
"9","activity_03","yes","no","no","high"
