"trace_id","activities","owner","employed","car_owner","income"
"0","activity_02","no","yes","yes","middle"
"0","activity_01","no","yes","yes","middle"
"0","activity_03","no","yes","yes","middle"
"0","activity_04","no","yes","yes","middle"
"0","activity_01","no","yes","yes","middle"
"0","activity_03","no","yes","yes","middle"
"0","activity_03","no","yes","yes","middle"
"1","activity_05","no","no","yes","high"
"1","activity_05","no","no","yes","high"
"1","activity_06","no","no","yes","high"
"1","activity_07","no","no","yes","high"
"2","activity_04","yes","no","no","low"
"2","activity_05","yes","no","no","low"
"2","activity_10","yes","no","no","low"
"2","activity_11","yes","no","no","low"
"2","activity_11","yes","no","no","low"
"3","activity_05","no","no","yes","high"
"3","activity_05","no","no","yes","high"
"3","activity_06","no","no","yes","high"
"3","activity_07","no","no","yes","high"
"4","activity_08","yes","yes","no","low"
"4","activity_09","yes","yes","no","low"
"4","activity_08","yes","yes","no","low"
"4","activity_06","yes","yes","no","low"
"5","activity_08","yes","yes","no","low"
"5","activity_09","yes","yes","no","low"
"5","activity_08","yes","yes","no","low"
"5","activity_06","yes","yes","no","low"
"6","activity_08","yes","yes","no","low"
"6","activity_09","yes","yes","no","low"
"6","activity_08","yes","yes","no","low"
"6","activity_06","yes","yes","no","low"
"7","activity_02","no","yes","yes","middle"
"7","activity_01","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"7","activity_04","no","yes","yes","middle"
"7","activity_01","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"8","activity_02","no","yes","yes","middle"
"8","activity_01","no","yes","yes","middle"
"8","activity_03","no","yes","yes","middle"
"8","activity_04","no","yes","yes","middle"
"8","activity_01","no","yes","yes","middle"
"8","activity_03","no","yes","yes","middle"
"8","activity_03","no","yes","yes","middle"
"9","activity_04","yes","no","no","middle"
"9","activity_05","yes","no","no","middle"
"9","activity_10","yes","no","no","middle"
"9","activity_11","yes","no","no","middle"
"9","activity_11","yes","no","no","middle"
