"trace_id","activities","owner","employed","car_owner","income"
"0","activity_02","yes","no","no","high"
"0","activity_01","yes","no","no","high"
"0","activity_03","yes","no","no","high"
"0","activity_04","yes","no","no","high"
"0","activity_01","yes","no","no","high"
"0","activity_03","yes","no","no","high"
"0","activity_03","yes","no","no","high"
"1","noise_4","no","yes","no","high"
"1","activity_08","no","yes","no","high"
"1","activity_09","no","yes","no","high"
"1","activity_08","no","yes","no","high"
"1","activity_06","no","yes","no","high"
"2","noise_0","no","yes","yes","middle"
"2","activity_10","no","yes","yes","middle"
"2","activity_11","no","yes","yes","middle"
"2","activity_05","no","yes","yes","middle"
"2","activity_11","no","yes","yes","middle"
"3","activity_02","no","no","yes","middle"
"3","activity_10","no","no","yes","middle"
"3","activity_01","no","no","yes","middle"
"3","activity_03","no","no","yes","middle"
"3","activity_04","no","no","yes","middle"
"3","activity_01","no","no","yes","middle"
"3","activity_03","no","no","yes","middle"
"3","activity_03","no","no","yes","middle"
"4","activity_06","no","no","yes","high"
"4","activity_05","no","no","yes","high"
"5","activity_05","yes","yes","no","middle"
"5","activity_05","yes","yes","no","middle"
"5","activity_11","yes","yes","no","middle"
"5","activity_06","yes","yes","no","middle"
"5","activity_07","yes","yes","no","middle"
"6","activity_09","yes","yes","yes","high"
"6","activity_08","yes","yes","yes","high"
"6","activity_08","yes","yes","yes","high"
"6","activity_06","yes","yes","yes","high"
"7","activity_05","no","yes","yes","middle"
"7","activity_04","no","yes","yes","middle"
"7","activity_06","no","yes","yes","middle"
"8","noise_4","yes","no","no","low"
"8","activity_09","yes","no","no","low"
"9","activity_02","no","yes","yes","middle"
"9","activity_01","no","yes","yes","middle"
"9","activity_03","no","yes","yes","middle"
"9","activity_03","no","yes","yes","middle"
"10","activity_10","yes","yes","no","low"
"10","activity_04","yes","yes","no","low"
"10","activity_05","yes","yes","no","low"
"10","noise_2","yes","yes","no","low"
"10","activity_11","yes","yes","no","low"
"11","activity_04","yes","no","no","middle"
"11","activity_10","yes","no","no","middle"
"11","activity_11","yes","no","no","middle"
"11","activity_11","yes","no","no","middle"
"12","activity_04","yes","no","no","low"
"12","activity_05","yes","no","no","low"
"12","activity_11","yes","no","no","low"
"12","activity_10","yes","no","no","low"
"13","activity_02","no","yes","yes","middle"
"13","activity_01","no","yes","yes","middle"
"13","activity_03","no","yes","yes","middle"
"13","activity_04","no","yes","yes","middle"
"13","activity_01","no","yes","yes","middle"
"13","activity_03","no","yes","yes","middle"
"13","activity_03","no","yes","yes","middle"
