"trace_id","activities","owner","employed","car_owner","income"
"0","activity_04","yes","no","no","middle"
"0","activity_05","yes","no","no","middle"
"0","activity_10","yes","no","no","middle"
"0","activity_11","yes","no","no","middle"
"0","activity_11","yes","no","no","middle"
"1","activity_02","no","yes","yes","middle"
"1","activity_01","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"1","activity_04","no","yes","yes","middle"
"1","activity_01","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"2","activity_05","no","no","yes","high"
"2","activity_05","no","no","yes","high"
"2","activity_06","no","no","yes","high"
"2","activity_07","no","no","yes","high"
"3","activity_02","no","yes","yes","middle"
"3","activity_01","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"3","activity_04","no","yes","yes","middle"
"3","activity_01","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"4","activity_05","no","no","yes","high"
"4","activity_05","no","no","yes","high"
"4","activity_06","no","no","yes","high"
"4","activity_07","no","no","yes","high"
"5","activity_04","yes","no","no","low"
"5","activity_05","yes","no","no","low"
"5","activity_10","yes","no","no","low"
"5","activity_11","yes","no","no","low"
"5","activity_11","yes","no","no","low"
"6","activity_02","no","yes","yes","middle"
"6","activity_01","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"6","activity_04","no","yes","yes","middle"
"6","activity_01","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"7","activity_08","yes","yes","no","low"
"7","activity_09","yes","yes","no","low"
"7","activity_08","yes","yes","no","low"
"7","activity_06","yes","yes","no","low"
"8","activity_05","no","no","yes","high"
"8","activity_05","no","no","yes","high"
"8","activity_06","no","no","yes","high"
"8","activity_07","no","no","yes","high"
"9","activity_04","yes","no","no","middle"
"9","activity_05","yes","no","no","middle"
"9","activity_10","yes","no","no","middle"
"9","activity_11","yes","no","no","middle"
"9","activity_11","yes","no","no","middle"
"10","activity_04","yes","no","no","low"
"10","activity_05","yes","no","no","low"
"10","activity_10","yes","no","no","low"
"10","activity_11","yes","no","no","low"
"10","activity_11","yes","no","no","low"
"11","activity_02","no","yes","yes","middle"
"11","activity_01","no","yes","yes","middle"
"11","activity_03","no","yes","yes","middle"
"11","activity_04","no","yes","yes","middle"
"11","activity_01","no","yes","yes","middle"
"11","activity_03","no","yes","yes","middle"
"11","activity_03","no","yes","yes","middle"
"12","activity_08","yes","yes","no","low"
"12","activity_09","yes","yes","no","low"
"12","activity_08","yes","yes","no","low"
"12","activity_06","yes","yes","no","low"
"13","activity_08","yes","yes","no","low"
"13","activity_09","yes","yes","no","low"
"13","activity_08","yes","yes","no","low"
"13","activity_06","yes","yes","no","low"
"14","activity_05","no","no","yes","high"
"14","activity_05","no","no","yes","high"
"14","activity_06","no","no","yes","high"
"14","activity_07","no","no","yes","high"
"15","activity_05","no","no","yes","high"
"15","activity_05","no","no","yes","high"
"15","activity_06","no","no","yes","high"
"15","activity_07","no","no","yes","high"
"16","activity_08","yes","yes","no","low"
"16","activity_09","yes","yes","no","low"
"16","activity_08","yes","yes","no","low"
"16","activity_06","yes","yes","no","low"
"17","activity_08","yes","yes","no","low"
"17","activity_09","yes","yes","no","low"
"17","activity_08","yes","yes","no","low"
"17","activity_06","yes","yes","no","low"
"18","activity_02","no","yes","yes","middle"
"18","activity_01","no","yes","yes","middle"
"18","activity_03","no","yes","yes","middle"
"18","activity_04","no","yes","yes","middle"
"18","activity_01","no","yes","yes","middle"
"18","activity_03","no","yes","yes","middle"
"18","activity_03","no","yes","yes","middle"
"19","activity_05","no","no","yes","high"
"19","activity_05","no","no","yes","high"
"19","activity_06","no","no","yes","high"
"19","activity_07","no","no","yes","high"
"20","activity_02","no","yes","yes","middle"
"20","activity_01","no","yes","yes","middle"
"20","activity_03","no","yes","yes","middle"
"20","activity_04","no","yes","yes","middle"
"20","activity_01","no","yes","yes","middle"
"20","activity_03","no","yes","yes","middle"
"20","activity_03","no","yes","yes","middle"
"21","activity_08","yes","yes","no","low"
"21","activity_09","yes","yes","no","low"
"21","activity_08","yes","yes","no","low"
"21","activity_06","yes","yes","no","low"
"22","activity_08","yes","yes","no","low"
"22","activity_09","yes","yes","no","low"
"22","activity_08","yes","yes","no","low"
"22","activity_06","yes","yes","no","low"
"23","activity_05","no","no","yes","high"
"23","activity_05","no","no","yes","high"
"23","activity_06","no","no","yes","high"
"23","activity_07","no","no","yes","high"
"24","activity_08","yes","yes","no","low"
"24","activity_09","yes","yes","no","low"
"24","activity_08","yes","yes","no","low"
"24","activity_06","yes","yes","no","low"
"25","activity_04","yes","no","no","low"
"25","activity_05","yes","no","no","low"
"25","activity_10","yes","no","no","low"
"25","activity_11","yes","no","no","low"
"25","activity_11","yes","no","no","low"
"26","activity_05","no","no","yes","high"
"26","activity_05","no","no","yes","high"
"26","activity_06","no","no","yes","high"
"26","activity_07","no","no","yes","high"
"27","activity_02","no","yes","yes","middle"
"27","activity_01","no","yes","yes","middle"
"27","activity_03","no","yes","yes","middle"
"27","activity_04","no","yes","yes","middle"
"27","activity_01","no","yes","yes","middle"
"27","activity_03","no","yes","yes","middle"
"27","activity_03","no","yes","yes","middle"
"28","activity_05","no","no","yes","high"
"28","activity_05","no","no","yes","high"
"28","activity_06","no","no","yes","high"
"28","activity_07","no","no","yes","high"
"29","activity_04","yes","no","no","middle"
"29","activity_05","yes","no","no","middle"
"29","activity_10","yes","no","no","middle"
"29","activity_11","yes","no","no","middle"
"29","activity_11","yes","no","no","middle"
"30","activity_05","no","no","yes","high"
"30","activity_05","no","no","yes","high"
"30","activity_06","no","no","yes","high"
"30","activity_07","no","no","yes","high"
"31","activity_04","yes","no","no","middle"
"31","activity_05","yes","no","no","middle"
"31","activity_10","yes","no","no","middle"
"31","activity_11","yes","no","no","middle"
"31","activity_11","yes","no","no","middle"
"32","activity_05","no","no","yes","high"
"32","activity_05","no","no","yes","high"
"32","activity_06","no","no","yes","high"
"32","activity_07","no","no","yes","high"
"33","activity_04","yes","no","no","middle"
"33","activity_05","yes","no","no","middle"
"33","activity_10","yes","no","no","middle"
"33","activity_11","yes","no","no","middle"
"33","activity_11","yes","no","no","middle"
"34","activity_04","yes","no","no","low"
"34","activity_05","yes","no","no","low"
"34","activity_10","yes","no","no","low"
"34","activity_11","yes","no","no","low"
"34","activity_11","yes","no","no","low"
"35","activity_08","yes","yes","no","low"
"35","activity_09","yes","yes","no","low"
"35","activity_08","yes","yes","no","low"
"35","activity_06","yes","yes","no","low"
"36","activity_08","yes","yes","no","low"
"36","activity_09","yes","yes","no","low"
"36","activity_08","yes","yes","no","low"
"36","activity_06","yes","yes","no","low"
"37","activity_04","yes","no","no","low"
"37","activity_05","yes","no","no","low"
"37","activity_10","yes","no","no","low"
"37","activity_11","yes","no","no","low"
"37","activity_11","yes","no","no","low"
"38","activity_05","no","no","yes","high"
"38","activity_05","no","no","yes","high"
"38","activity_06","no","no","yes","high"
"38","activity_07","no","no","yes","high"
"39","activity_05","no","no","yes","high"
"39","activity_05","no","no","yes","high"
"39","activity_06","no","no","yes","high"
"39","activity_07","no","no","yes","high"
"40","activity_02","no","yes","yes","middle"
"40","activity_01","no","yes","yes","middle"
"40","activity_03","no","yes","yes","middle"
"40","activity_04","no","yes","yes","middle"
"40","activity_01","no","yes","yes","middle"
"40","activity_03","no","yes","yes","middle"
"40","activity_03","no","yes","yes","middle"
"41","activity_05","no","no","yes","high"
"41","activity_05","no","no","yes","high"
"41","activity_06","no","no","yes","high"
"41","activity_07","no","no","yes","high"
"42","activity_04","yes","no","no","low"
"42","activity_05","yes","no","no","low"
"42","activity_10","yes","no","no","low"
"42","activity_11","yes","no","no","low"
"42","activity_11","yes","no","no","low"
"43","activity_02","no","yes","yes","middle"
"43","activity_01","no","yes","yes","middle"
"43","activity_03","no","yes","yes","middle"
"43","activity_04","no","yes","yes","middle"
"43","activity_01","no","yes","yes","middle"
"43","activity_03","no","yes","yes","middle"
"43","activity_03","no","yes","yes","middle"
"44","activity_04","yes","no","no","low"
"44","activity_05","yes","no","no","low"
"44","activity_10","yes","no","no","low"
"44","activity_11","yes","no","no","low"
"44","activity_11","yes","no","no","low"
"45","activity_05","no","no","yes","high"
"45","activity_05","no","no","yes","high"
"45","activity_06","no","no","yes","high"
"45","activity_07","no","no","yes","high"
"46","activity_04","yes","no","no","middle"
"46","activity_05","yes","no","no","middle"
"46","activity_10","yes","no","no","middle"
"46","activity_11","yes","no","no","middle"
"46","activity_11","yes","no","no","middle"
"47","activity_02","no","yes","yes","middle"
"47","activity_01","no","yes","yes","middle"
"47","activity_03","no","yes","yes","middle"
"47","activity_04","no","yes","yes","middle"
"47","activity_01","no","yes","yes","middle"
"47","activity_03","no","yes","yes","middle"
"47","activity_03","no","yes","yes","middle"
"48","activity_05","no","no","yes","high"
"48","activity_05","no","no","yes","high"
"48","activity_06","no","no","yes","high"
"48","activity_07","no","no","yes","high"
"49","activity_02","no","yes","yes","middle"
"49","activity_01","no","yes","yes","middle"
"49","activity_03","no","yes","yes","middle"
"49","activity_04","no","yes","yes","middle"
"49","activity_01","no","yes","yes","middle"
"49","activity_03","no","yes","yes","middle"
"49","activity_03","no","yes","yes","middle"
"50","activity_02","no","yes","yes","middle"
"50","activity_01","no","yes","yes","middle"
"50","activity_03","no","yes","yes","middle"
"50","activity_04","no","yes","yes","middle"
"50","activity_01","no","yes","yes","middle"
"50","activity_03","no","yes","yes","middle"
"50","activity_03","no","yes","yes","middle"
"51","activity_02","no","yes","yes","middle"
"51","activity_01","no","yes","yes","middle"
"51","activity_03","no","yes","yes","middle"
"51","activity_04","no","yes","yes","middle"
"51","activity_01","no","yes","yes","middle"
"51","activity_03","no","yes","yes","middle"
"51","activity_03","no","yes","yes","middle"
"52","activity_05","no","no","yes","high"
"52","activity_05","no","no","yes","high"
"52","activity_06","no","no","yes","high"
"52","activity_07","no","no","yes","high"
"53","activity_08","yes","yes","no","low"
"53","activity_09","yes","yes","no","low"
"53","activity_08","yes","yes","no","low"
"53","activity_06","yes","yes","no","low"
"54","activity_02","no","yes","yes","middle"
"54","activity_01","no","yes","yes","middle"
"54","activity_03","no","yes","yes","middle"
"54","activity_04","no","yes","yes","middle"
"54","activity_01","no","yes","yes","middle"
"54","activity_03","no","yes","yes","middle"
"54","activity_03","no","yes","yes","middle"
"55","activity_05","no","no","yes","high"
"55","activity_05","no","no","yes","high"
