"trace_id","activities","owner","employed","car_owner","income"
"0","activity_05","no","no","yes","middle"
"0","activity_06","no","no","yes","middle"
"0","noise_1","no","no","yes","middle"
"0","activity_07","no","no","yes","middle"
"1","noise_2","yes","yes","no","low"
"1","activity_08","yes","yes","no","low"
"1","activity_09","yes","yes","no","low"
"1","activity_09","yes","yes","no","low"
"1","activity_06","yes","yes","no","low"
"2","activity_09","yes","yes","no","low"
"2","activity_06","yes","yes","no","low"
"3","activity_05","no","no","yes","high"
"3","activity_05","no","no","yes","high"
"3","activity_06","no","no","yes","high"
"3","activity_07","no","no","yes","high"
"4","activity_08","yes","yes","no","low"
"4","activity_08","yes","yes","no","low"
"4","activity_09","yes","yes","no","low"
"5","activity_05","no","yes","yes","middle"
"5","activity_05","no","yes","yes","middle"
"5","noise_4","no","yes","yes","middle"
"5","activity_06","no","yes","yes","middle"
"5","noise_4","no","yes","yes","middle"
"5","activity_07","no","yes","yes","middle"
"6","noise_3","no","yes","yes","middle"
"6","activity_10","no","yes","yes","middle"
"6","activity_02","no","yes","yes","middle"
"6","activity_01","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"6","activity_01","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"7","activity_04","no","yes","no","low"
"7","activity_05","no","yes","no","low"
"7","activity_10","no","yes","no","low"
"7","activity_11","no","yes","no","low"
"7","activity_11","no","yes","no","low"
"8","activity_04","yes","yes","no","middle"
"8","activity_05","yes","yes","no","middle"
"8","activity_10","yes","yes","no","middle"
"8","activity_11","yes","yes","no","middle"
"8","activity_11","yes","yes","no","middle"
"9","activity_04","yes","no","yes","high"
"9","activity_05","yes","no","yes","high"
"9","activity_10","yes","no","yes","high"
"9","activity_11","yes","no","yes","high"
"9","activity_11","yes","no","yes","high"
"10","activity_09","yes","yes","no","low"
"10","activity_08","yes","yes","no","low"
"10","activity_01","yes","yes","no","low"
"10","activity_06","yes","yes","no","low"
"10","activity_08","yes","yes","no","low"
"11","activity_04","no","no","yes","low"
"11","activity_04","no","no","yes","low"
"11","activity_05","no","no","yes","low"
"11","activity_10","no","no","yes","low"
"11","activity_11","no","no","yes","low"
"11","activity_11","no","no","yes","low"
"12","activity_05","yes","yes","yes","middle"
"12","activity_05","yes","yes","yes","middle"
"12","activity_06","yes","yes","yes","middle"
"12","activity_07","yes","yes","yes","middle"
"13","activity_05","no","no","yes","high"
"13","activity_05","no","no","yes","high"
"13","activity_06","no","no","yes","high"
"13","activity_07","no","no","yes","high"
"14","activity_02","no","yes","yes","middle"
"14","activity_01","no","yes","yes","middle"
"14","activity_03","no","yes","yes","middle"
"14","activity_04","no","yes","yes","middle"
"14","activity_01","no","yes","yes","middle"
"14","activity_03","no","yes","yes","middle"
"15","activity_09","yes","yes","no","middle"
"15","activity_08","yes","yes","no","middle"
"15","activity_08","yes","yes","no","middle"
"15","activity_06","yes","yes","no","middle"
"16","activity_08","no","yes","yes","middle"
"16","activity_09","no","yes","yes","middle"
"16","activity_08","no","yes","yes","middle"
"16","activity_06","no","yes","yes","middle"
"17","noise_4","no","no","no","low"
"17","activity_02","no","no","no","low"
"17","activity_01","no","no","no","low"
"17","noise_2","no","no","no","low"
"17","activity_03","no","no","no","low"
"17","activity_01","no","no","no","low"
"17","activity_03","no","no","no","low"
"17","activity_03","no","no","no","low"
"18","activity_04","yes","no","no","low"
"18","activity_05","yes","no","no","low"
"18","activity_10","yes","no","no","low"
"18","activity_11","yes","no","no","low"
"18","activity_11","yes","no","no","low"
"19","activity_04","yes","no","no","middle"
"19","activity_10","yes","no","no","middle"
"19","activity_05","yes","no","no","middle"
"19","activity_11","yes","no","no","middle"
"19","activity_06","yes","no","no","middle"
"19","activity_11","yes","no","no","middle"
"20","activity_05","no","no","no","high"
"20","activity_05","no","no","no","high"
"20","activity_06","no","no","no","high"
"20","activity_07","no","no","no","high"
"21","noise_3","no","no","no","middle"
"21","activity_05","no","no","no","middle"
"21","activity_05","no","no","no","middle"
"21","activity_06","no","no","no","middle"
"21","activity_07","no","no","no","middle"
"22","activity_09","no","no","no","middle"
"22","activity_08","no","no","no","middle"
"22","activity_08","no","no","no","middle"
"22","activity_09","no","no","no","middle"
"22","activity_06","no","no","no","middle"
"23","activity_04","no","no","no","low"
"23","activity_05","no","no","no","low"
"23","activity_10","no","no","no","low"
"23","activity_11","no","no","no","low"
"23","activity_11","no","no","no","low"
"24","noise_2","yes","yes","no","low"
"24","activity_09","yes","yes","no","low"
"24","activity_08","yes","yes","no","low"
"24","activity_08","yes","yes","no","low"
"24","activity_02","yes","yes","no","low"
"24","activity_06","yes","yes","no","low"
"25","activity_01","yes","no","yes","high"
"25","activity_01","yes","no","yes","high"
"25","activity_03","yes","no","yes","high"
"25","activity_04","yes","no","yes","high"
"25","activity_03","yes","no","yes","high"
"25","activity_03","yes","no","yes","high"
"25","activity_02","yes","no","yes","high"
"26","activity_05","no","no","yes","high"
"26","activity_04","no","no","yes","high"
"27","activity_04","yes","yes","yes","low"
"27","activity_05","yes","yes","yes","low"
"27","activity_10","yes","yes","yes","low"
"27","noise_4","yes","yes","yes","low"
"28","activity_05","no","no","yes","high"
"28","activity_05","no","no","yes","high"
"28","activity_06","no","no","yes","high"
"28","activity_07","no","no","yes","high"
"29","activity_08","no","no","yes","high"
"29","activity_02","no","no","yes","high"
"29","activity_07","no","no","yes","high"
"29","activity_05","no","no","yes","high"
"30","activity_04","yes","no","no","low"
"30","activity_05","yes","no","no","low"
"30","activity_10","yes","no","no","low"
"30","activity_11","yes","no","no","low"
"30","activity_11","yes","no","no","low"
"31","activity_08","yes","yes","yes","high"
"31","activity_09","yes","yes","yes","high"
"31","activity_08","yes","yes","yes","high"
"31","activity_06","yes","yes","yes","high"
"32","activity_02","no","yes","yes","middle"
"32","activity_01","no","yes","yes","middle"
"32","activity_03","no","yes","yes","middle"
"32","activity_04","no","yes","yes","middle"
"32","activity_01","no","yes","yes","middle"
"32","activity_03","no","yes","yes","middle"
"32","activity_03","no","yes","yes","middle"
"33","activity_05","no","no","yes","high"
"33","noise_1","no","no","yes","high"
"33","activity_05","no","no","yes","high"
"33","activity_06","no","no","yes","high"
"34","activity_05","yes","yes","no","low"
"34","activity_05","yes","yes","no","low"
"34","activity_06","yes","yes","no","low"
"34","activity_07","yes","yes","no","low"
"35","activity_02","yes","no","yes","high"
"35","activity_01","yes","no","yes","high"
"35","activity_03","yes","no","yes","high"
"35","activity_03","yes","no","yes","high"
"35","activity_07","yes","no","yes","high"
"35","activity_01","yes","no","yes","high"
"35","activity_03","yes","no","yes","high"
"35","activity_03","yes","no","yes","high"
"36","activity_04","yes","no","yes","high"
"36","activity_10","yes","no","yes","high"
"36","activity_11","yes","no","yes","high"
"36","activity_05","yes","no","yes","high"
"36","activity_11","yes","no","yes","high"
"37","activity_02","no","yes","yes","middle"
"37","activity_01","no","yes","yes","middle"
"37","activity_03","no","yes","yes","middle"
"37","activity_04","no","yes","yes","middle"
"37","activity_01","no","yes","yes","middle"
"37","activity_03","no","yes","yes","middle"
"37","activity_03","no","yes","yes","middle"
"38","activity_09","no","yes","no","middle"
"38","noise_4","no","yes","no","middle"
"38","noise_2","no","yes","no","middle"
