"trace_id","activities","owner","employed","age","income"
"0","activity_01","no","no","20-39yo","middle"
"0","activity_04","no","no","20-39yo","middle"
"0","activity_07","no","no","20-39yo","middle"
"0","activity_06","no","no","20-39yo","middle"
"0","activity_05","no","no","20-39yo","middle"
"0","activity_05","no","no","20-39yo","middle"
"0","activity_02","no","no","20-39yo","middle"
"0","activity_03","no","no","20-39yo","middle"
"1","activity_10","yes","yes","60-79yo","high"
"1","activity_06","yes","yes","60-79yo","high"
"1","activity_02","yes","yes","60-79yo","high"
"1","activity_03","yes","yes","60-79yo","high"
"1","activity_07","yes","yes","60-79yo","high"
"2","activity_02","no","yes","0-19yo","high"
"3","activity_09","yes","no","20-39yo","high"
"3","activity_04","yes","no","20-39yo","high"
"4","activity_09","yes","no","80yo+","high"
"4","activity_04","yes","no","80yo+","high"
"4","activity_02","yes","no","80yo+","high"
"5","activity_09","yes","no","80yo+","high"
"5","activity_04","yes","no","80yo+","high"
"5","activity_02","yes","no","80yo+","high"
"6","activity_10","no","yes","60-79yo","middle"
"6","activity_07","no","yes","60-79yo","middle"
"6","activity_08","no","yes","60-79yo","middle"
"6","activity_09","no","yes","60-79yo","middle"
"7","activity_10","yes","yes","40-59yo","middle"
"7","activity_07","yes","yes","40-59yo","middle"
"7","activity_08","yes","yes","40-59yo","middle"
"7","activity_09","yes","yes","40-59yo","middle"
"8","activity_10","no","no","0-19yo","middle"
"8","activity_07","no","no","0-19yo","middle"
"8","activity_08","no","no","0-19yo","middle"
"8","activity_09","no","no","0-19yo","middle"
"9","activity_03","yes","yes","0-19yo","middle"
"9","activity_01","yes","yes","0-19yo","middle"
"9","activity_04","yes","yes","0-19yo","middle"
"9","activity_01","yes","yes","0-19yo","middle"
"9","activity_05","yes","yes","0-19yo","middle"
"10","activity_03","no","yes","40-59yo","middle"
"10","noise_4","no","yes","40-59yo","middle"
"10","activity_01","no","yes","40-59yo","middle"
"10","activity_04","no","yes","40-59yo","middle"
"10","activity_01","no","yes","40-59yo","middle"
"10","activity_05","no","yes","40-59yo","middle"
"11","activity_01","no","no","80yo+","high"
"11","activity_04","no","no","80yo+","high"
"11","activity_07","no","no","80yo+","high"
"11","activity_06","no","no","80yo+","high"
"11","activity_05","no","no","80yo+","high"
"11","activity_05","no","no","80yo+","high"
"11","activity_02","no","no","80yo+","high"
"11","activity_03","no","no","80yo+","high"
"12","activity_10","yes","yes","20-39yo","low"
"12","activity_06","yes","yes","20-39yo","low"
"12","activity_02","yes","yes","20-39yo","low"
"13","activity_06","no","yes","40-59yo","low"
"13","activity_03","no","yes","40-59yo","low"
"13","activity_02","no","yes","40-59yo","low"
"13","activity_10","no","yes","40-59yo","low"
"13","activity_07","no","yes","40-59yo","low"
"14","activity_03","no","yes","80yo+","high"
"14","activity_01","no","yes","80yo+","high"
"14","activity_04","no","yes","80yo+","high"
"14","activity_01","no","yes","80yo+","high"
"14","activity_05","no","yes","80yo+","high"
"15","activity_10","no","no","80yo+","middle"
"15","activity_07","no","no","80yo+","middle"
"15","activity_08","no","no","80yo+","middle"
"15","activity_09","no","no","80yo+","middle"
"16","activity_05","yes","no","80yo+","low"
"16","activity_01","yes","no","80yo+","low"
"16","activity_07","yes","no","80yo+","low"
