"trace_id","activities","owner","employed","age"
"0","activity_06","no","yes","60-79yo"
"1","activity_02","no","yes","0-19yo"
"1","activity_07","no","yes","0-19yo"
"1","activity_06","no","yes","0-19yo"
"2","activity_02","no","no","20-39yo"
"2","activity_07","no","no","20-39yo"
"2","activity_06","no","no","20-39yo"
"3","activity_05","yes","no","20-39yo"
"3","activity_06","yes","no","20-39yo"
"3","activity_07","yes","no","20-39yo"
"3","activity_08","yes","no","20-39yo"
"3","activity_01","yes","no","20-39yo"
"3","activity_03","yes","no","20-39yo"
"4","activity_10","no","no","80yo+"
"4","activity_09","no","no","80yo+"
"4","activity_02","no","no","80yo+"
"4","activity_04","no","no","80yo+"
"5","activity_02","no","yes","0-19yo"
"5","activity_07","no","yes","0-19yo"
"5","activity_06","no","yes","0-19yo"
"6","activity_02","no","yes","0-19yo"
"6","activity_07","no","yes","0-19yo"
"6","activity_06","no","yes","0-19yo"
"7","activity_02","no","yes","0-19yo"
"7","activity_05","no","yes","0-19yo"
"7","activity_07","no","yes","0-19yo"
"8","activity_01","yes","yes","60-79yo"
"8","activity_02","yes","yes","60-79yo"
"8","activity_09","yes","yes","60-79yo"
"8","activity_05","yes","yes","60-79yo"
"9","activity_05","yes","no","80yo+"
"9","activity_06","yes","no","80yo+"
"9","activity_07","yes","no","80yo+"
"9","activity_08","yes","no","80yo+"
"9","activity_01","yes","no","80yo+"
"9","activity_03","yes","no","80yo+"
