"trace_id","activities","owner","employed","age"
"0","activity_07","yes","no","60-79yo"
"0","activity_02","yes","no","60-79yo"
"0","activity_03","yes","no","60-79yo"
"0","activity_06","yes","no","60-79yo"
"1","activity_06","yes","no","40-59yo"
"1","activity_08","yes","no","40-59yo"
"1","activity_01","yes","no","40-59yo"
"1","activity_05","yes","no","40-59yo"
"1","activity_07","yes","no","40-59yo"
"1","activity_03","yes","no","40-59yo"
"2","activity_02","no","no","0-19yo"
"2","activity_07","no","no","0-19yo"
"2","activity_06","no","no","0-19yo"
"3","activity_06","yes","no","20-39yo"
"3","activity_02","yes","no","20-39yo"
"3","activity_07","yes","no","20-39yo"
"4","activity_02","no","yes","40-59yo"
"4","activity_07","no","yes","40-59yo"
"4","activity_06","no","yes","40-59yo"
"5","activity_01","yes","yes","80yo+"
"5","activity_02","yes","yes","80yo+"
"5","activity_09","yes","yes","80yo+"
"5","activity_05","yes","yes","80yo+"
"6","activity_10","yes","no","40-59yo"
"6","activity_09","yes","no","40-59yo"
"6","activity_02","yes","no","40-59yo"
"6","activity_04","yes","no","40-59yo"
"7","activity_07","no","yes","0-19yo"
"8","activity_05","no","no","40-59yo"
"8","activity_06","no","no","40-59yo"
"8","activity_07","no","no","40-59yo"
"8","activity_08","no","no","40-59yo"
"8","activity_01","no","no","40-59yo"
"8","activity_03","no","no","40-59yo"
"9","activity_02","yes","yes","0-19yo"
"9","activity_07","yes","yes","0-19yo"
"9","activity_06","yes","yes","0-19yo"
