"trace_id","activities","employed","age","income"
"0","activity_04","yes","40-59yo","middle"
"0","activity_01","yes","40-59yo","middle"
"0","activity_02","yes","40-59yo","middle"
"0","activity_03","yes","40-59yo","middle"
"0","activity_04","yes","40-59yo","middle"
"1","activity_03","no","80yo+","middle"
"1","activity_01","no","80yo+","middle"
"1","activity_03","no","80yo+","middle"
"1","activity_05","no","80yo+","middle"
"2","activity_04","yes","40-59yo","middle"
"2","activity_01","yes","40-59yo","middle"
"2","activity_02","yes","40-59yo","middle"
"2","activity_03","yes","40-59yo","middle"
"2","activity_04","yes","40-59yo","middle"
"3","activity_04","yes","40-59yo","middle"
"3","activity_01","yes","40-59yo","middle"
"3","activity_02","yes","40-59yo","middle"
"3","activity_03","yes","40-59yo","middle"
"3","activity_04","yes","40-59yo","middle"
"4","activity_04","yes","40-59yo","middle"
"4","activity_01","yes","40-59yo","middle"
"4","activity_02","yes","40-59yo","middle"
"4","activity_03","yes","40-59yo","middle"
"4","activity_04","yes","40-59yo","middle"
"5","activity_03","no","80yo+","middle"
"5","activity_01","no","80yo+","middle"
"5","activity_03","no","80yo+","middle"
"5","activity_05","no","80yo+","middle"
"6","activity_03","no","80yo+","middle"
"6","activity_01","no","80yo+","middle"
"6","activity_03","no","80yo+","middle"
"6","activity_05","no","80yo+","middle"
"7","activity_01","yes","0-19yo","low"
"7","activity_02","yes","0-19yo","low"
"7","activity_03","yes","0-19yo","low"
"7","activity_07","yes","0-19yo","low"
"8","activity_05","no","60-79yo","high"
"8","activity_02","no","60-79yo","high"
"8","activity_04","no","60-79yo","high"
"8","activity_01","no","60-79yo","high"
"9","activity_05","no","60-79yo","high"
"9","activity_02","no","60-79yo","high"
"9","activity_04","no","60-79yo","high"
"9","activity_01","no","60-79yo","high"
"10","activity_03","no","80yo+","middle"
"10","activity_01","no","80yo+","middle"
"10","activity_03","no","80yo+","middle"
"10","activity_05","no","80yo+","middle"
"11","activity_03","no","80yo+","middle"
"11","activity_01","no","80yo+","middle"
"11","activity_03","no","80yo+","middle"
"11","activity_05","no","80yo+","middle"
"12","activity_03","no","80yo+","middle"
"12","activity_01","no","80yo+","middle"
"12","activity_03","no","80yo+","middle"
"12","activity_05","no","80yo+","middle"
"13","activity_03","no","80yo+","middle"
"13","activity_01","no","80yo+","middle"
"13","activity_03","no","80yo+","middle"
"13","activity_05","no","80yo+","middle"
"14","activity_05","no","60-79yo","high"
"14","activity_02","no","60-79yo","high"
"14","activity_04","no","60-79yo","high"
"14","activity_01","no","60-79yo","high"
"15","activity_03","no","80yo+","middle"
"15","activity_01","no","80yo+","middle"
"15","activity_03","no","80yo+","middle"
"15","activity_05","no","80yo+","middle"
"16","activity_01","yes","0-19yo","low"
"16","activity_02","yes","0-19yo","low"
"16","activity_03","yes","0-19yo","low"
"16","activity_07","yes","0-19yo","low"
"17","activity_03","no","80yo+","middle"
"17","activity_01","no","80yo+","middle"
"17","activity_03","no","80yo+","middle"
"17","activity_05","no","80yo+","middle"
"18","activity_05","no","60-79yo","high"
"18","activity_02","no","60-79yo","high"
"18","activity_04","no","60-79yo","high"
"18","activity_01","no","60-79yo","high"
"19","activity_05","no","60-79yo","high"
"19","activity_02","no","60-79yo","high"
"19","activity_04","no","60-79yo","high"
"19","activity_01","no","60-79yo","high"
"20","activity_01","yes","0-19yo","low"
"20","activity_02","yes","0-19yo","low"
"20","activity_03","yes","0-19yo","low"
"20","activity_07","yes","0-19yo","low"
"21","activity_03","no","80yo+","middle"
"21","activity_01","no","80yo+","middle"
"21","activity_03","no","80yo+","middle"
"21","activity_05","no","80yo+","middle"
"22","activity_05","no","60-79yo","high"
"22","activity_02","no","60-79yo","high"
"22","activity_04","no","60-79yo","high"
"22","activity_01","no","60-79yo","high"
"23","activity_03","no","80yo+","middle"
"23","activity_01","no","80yo+","middle"
"23","activity_03","no","80yo+","middle"
"23","activity_05","no","80yo+","middle"
"24","activity_03","no","80yo+","middle"
"24","activity_01","no","80yo+","middle"
"24","activity_03","no","80yo+","middle"
"24","activity_05","no","80yo+","middle"
"25","activity_03","no","80yo+","middle"
"25","activity_01","no","80yo+","middle"
"25","activity_03","no","80yo+","middle"
"25","activity_05","no","80yo+","middle"
"26","activity_05","no","60-79yo","high"
"26","activity_02","no","60-79yo","high"
"26","activity_04","no","60-79yo","high"
"26","activity_01","no","60-79yo","high"
"27","activity_05","no","60-79yo","high"
"27","activity_02","no","60-79yo","high"
"27","activity_04","no","60-79yo","high"
"27","activity_01","no","60-79yo","high"
"28","activity_03","no","80yo+","middle"
"28","activity_01","no","80yo+","middle"
"28","activity_03","no","80yo+","middle"
"28","activity_05","no","80yo+","middle"
"29","activity_03","no","80yo+","middle"
"29","activity_01","no","80yo+","middle"
"29","activity_03","no","80yo+","middle"
"29","activity_05","no","80yo+","middle"
"30","activity_03","no","80yo+","middle"
"30","activity_01","no","80yo+","middle"
"30","activity_03","no","80yo+","middle"
"30","activity_05","no","80yo+","middle"
"31","activity_03","no","80yo+","middle"
"31","activity_01","no","80yo+","middle"
"31","activity_03","no","80yo+","middle"
"31","activity_05","no","80yo+","middle"
"32","activity_03","no","80yo+","middle"
"32","activity_01","no","80yo+","middle"
"32","activity_03","no","80yo+","middle"
"32","activity_05","no","80yo+","middle"
"33","activity_04","yes","40-59yo","middle"
"33","activity_01","yes","40-59yo","middle"
"33","activity_02","yes","40-59yo","middle"
"33","activity_03","yes","40-59yo","middle"
"33","activity_04","yes","40-59yo","middle"
"34","activity_05","no","60-79yo","high"
"34","activity_02","no","60-79yo","high"
"34","activity_04","no","60-79yo","high"
"34","activity_01","no","60-79yo","high"
"35","activity_04","yes","40-59yo","middle"
"35","activity_01","yes","40-59yo","middle"
"35","activity_02","yes","40-59yo","middle"
"35","activity_03","yes","40-59yo","middle"
"35","activity_04","yes","40-59yo","middle"
"36","activity_05","no","60-79yo","high"
"36","activity_02","no","60-79yo","high"
"36","activity_04","no","60-79yo","high"
"36","activity_01","no","60-79yo","high"
"37","activity_05","no","60-79yo","high"
"37","activity_02","no","60-79yo","high"
"37","activity_04","no","60-79yo","high"
"37","activity_01","no","60-79yo","high"
"38","activity_01","yes","0-19yo","low"
"38","activity_02","yes","0-19yo","low"
"38","activity_03","yes","0-19yo","low"
"38","activity_07","yes","0-19yo","low"
"39","activity_04","yes","40-59yo","middle"
"39","activity_01","yes","40-59yo","middle"
"39","activity_02","yes","40-59yo","middle"
"39","activity_03","yes","40-59yo","middle"
"39","activity_04","yes","40-59yo","middle"
"40","activity_03","no","80yo+","middle"
"40","activity_01","no","80yo+","middle"
"40","activity_03","no","80yo+","middle"
"40","activity_05","no","80yo+","middle"
"41","activity_03","no","80yo+","middle"
"41","activity_01","no","80yo+","middle"
"41","activity_03","no","80yo+","middle"
"41","activity_05","no","80yo+","middle"
"42","activity_03","no","80yo+","middle"
"42","activity_01","no","80yo+","middle"
"42","activity_03","no","80yo+","middle"
"42","activity_05","no","80yo+","middle"
"43","activity_03","no","80yo+","middle"
"43","activity_01","no","80yo+","middle"
"43","activity_03","no","80yo+","middle"
"43","activity_05","no","80yo+","middle"
"44","activity_03","no","80yo+","middle"
"44","activity_01","no","80yo+","middle"
"44","activity_03","no","80yo+","middle"
"44","activity_05","no","80yo+","middle"
"45","activity_03","no","80yo+","middle"
"45","activity_01","no","80yo+","middle"
"45","activity_03","no","80yo+","middle"
"45","activity_05","no","80yo+","middle"
"46","activity_03","no","80yo+","middle"
"46","activity_01","no","80yo+","middle"
"46","activity_03","no","80yo+","middle"
"46","activity_05","no","80yo+","middle"
"47","activity_04","yes","40-59yo","middle"
"47","activity_01","yes","40-59yo","middle"
"47","activity_02","yes","40-59yo","middle"
"47","activity_03","yes","40-59yo","middle"
"47","activity_04","yes","40-59yo","middle"
"48","activity_05","no","60-79yo","high"
"48","activity_02","no","60-79yo","high"
"48","activity_04","no","60-79yo","high"
"48","activity_01","no","60-79yo","high"
"49","activity_03","no","80yo+","middle"
"49","activity_01","no","80yo+","middle"
"49","activity_03","no","80yo+","middle"
"49","activity_05","no","80yo+","middle"
"50","activity_03","no","80yo+","middle"
"50","activity_01","no","80yo+","middle"
"50","activity_03","no","80yo+","middle"
"50","activity_05","no","80yo+","middle"
