"trace_id","activities","employed","age","income"
"0","activity_03","yes","0-19yo","high"
"0","activity_01","yes","0-19yo","high"
"0","activity_05","yes","0-19yo","high"
"1","activity_03","no","40-59yo","high"
"1","activity_01","no","40-59yo","high"
"1","activity_03","no","40-59yo","high"
"1","activity_05","no","40-59yo","high"
"2","activity_05","no","60-79yo","high"
"2","activity_02","no","60-79yo","high"
"2","activity_04","no","60-79yo","high"
"2","activity_01","no","60-79yo","high"
"3","activity_03","no","80yo+","middle"
"3","activity_01","no","80yo+","middle"
"3","activity_03","no","80yo+","middle"
"3","activity_05","no","80yo+","middle"
"4","activity_02","no","80yo+","high"
"4","activity_04","no","80yo+","high"
"4","activity_01","no","80yo+","high"
"4","activity_05","no","80yo+","high"
"4","activity_05","no","80yo+","high"
"5","activity_05","no","60-79yo","high"
"5","activity_02","no","60-79yo","high"
"5","activity_04","no","60-79yo","high"
"5","activity_01","no","60-79yo","high"
"6","noise_4","yes","0-19yo","low"
"6","activity_05","yes","0-19yo","low"
"6","activity_01","yes","0-19yo","low"
"6","activity_02","yes","0-19yo","low"
"7","activity_05","no","80yo+","middle"
"7","activity_03","no","80yo+","middle"
"7","activity_01","no","80yo+","middle"
"7","activity_03","no","80yo+","middle"
"8","activity_02","no","60-79yo","high"
"8","activity_04","no","60-79yo","high"
"8","activity_01","no","60-79yo","high"
"9","activity_03","no","80yo+","middle"
"9","activity_01","no","80yo+","middle"
"9","activity_03","no","80yo+","middle"
"9","activity_05","no","80yo+","middle"
"10","activity_05","yes","80yo+","middle"
"10","activity_02","yes","80yo+","middle"
"10","activity_04","yes","80yo+","middle"
"10","activity_01","yes","80yo+","middle"
"11","activity_03","no","80yo+","middle"
"11","activity_01","no","80yo+","middle"
"11","activity_03","no","80yo+","middle"
"11","activity_05","no","80yo+","middle"
"12","activity_05","no","60-79yo","high"
"12","activity_02","no","60-79yo","high"
"12","activity_04","no","60-79yo","high"
"12","activity_01","no","60-79yo","high"
"13","activity_01","yes","60-79yo","high"
"13","activity_02","yes","60-79yo","high"
"13","activity_03","yes","60-79yo","high"
"13","activity_07","yes","60-79yo","high"
"14","activity_05","no","60-79yo","high"
"14","activity_02","no","60-79yo","high"
"14","activity_04","no","60-79yo","high"
"14","activity_01","no","60-79yo","high"
