"trace_id","activities","employed","age","income"
"0","activity_01","yes","40-59yo","middle"
"0","activity_02","yes","40-59yo","middle"
"0","activity_01","yes","40-59yo","middle"
"0","activity_03","yes","40-59yo","middle"
"0","activity_04","yes","40-59yo","middle"
"1","activity_03","yes","40-59yo","middle"
"1","activity_01","yes","40-59yo","middle"
"1","activity_03","yes","40-59yo","middle"
"1","activity_05","yes","40-59yo","middle"
"2","activity_02","no","60-79yo","low"
"2","activity_01","no","60-79yo","low"
"2","activity_04","no","60-79yo","low"
"3","noise_4","no","40-59yo","middle"
"3","activity_05","no","40-59yo","middle"
"3","activity_01","no","40-59yo","middle"
"3","activity_02","no","40-59yo","middle"
"3","activity_04","no","40-59yo","middle"
"4","activity_01","no","80yo+","middle"
"4","activity_03","no","80yo+","middle"
"4","activity_03","no","80yo+","middle"
"4","activity_04","no","80yo+","middle"
"5","activity_03","no","60-79yo","high"
"5","activity_05","no","60-79yo","high"
"5","activity_01","no","60-79yo","high"
"5","activity_03","no","60-79yo","high"
"5","activity_05","no","60-79yo","high"
"6","activity_05","yes","0-19yo","low"
"7","activity_03","no","60-79yo","low"
"7","activity_01","no","60-79yo","low"
"7","activity_03","no","60-79yo","low"
"7","activity_05","no","60-79yo","low"
"8","activity_03","no","80yo+","middle"
"8","activity_01","no","80yo+","middle"
"8","activity_05","no","80yo+","middle"
"8","activity_03","no","80yo+","middle"
"9","activity_05","no","60-79yo","high"
"9","activity_02","no","60-79yo","high"
"9","activity_04","no","60-79yo","high"
"9","activity_01","no","60-79yo","high"
"10","activity_03","no","60-79yo","low"
"10","activity_01","no","60-79yo","low"
"10","activity_03","no","60-79yo","low"
"10","activity_05","no","60-79yo","low"
"11","activity_05","no","60-79yo","high"
"11","activity_02","no","60-79yo","high"
"11","activity_04","no","60-79yo","high"
"11","activity_01","no","60-79yo","high"
"12","activity_03","yes","0-19yo","high"
"12","activity_01","yes","0-19yo","high"
"12","activity_03","yes","0-19yo","high"
"12","activity_05","yes","0-19yo","high"
"13","activity_05","no","60-79yo","high"
"13","activity_02","no","60-79yo","high"
"13","activity_04","no","60-79yo","high"
"13","activity_01","no","60-79yo","high"
"14","activity_01","yes","0-19yo","low"
"14","activity_02","yes","0-19yo","low"
"14","activity_03","yes","0-19yo","low"
"14","activity_07","yes","0-19yo","low"
"15","activity_03","no","80yo+","middle"
"15","activity_01","no","80yo+","middle"
"15","activity_03","no","80yo+","middle"
"15","activity_05","no","80yo+","middle"
"16","activity_04","no","60-79yo","high"
"16","activity_04","no","60-79yo","high"
"16","activity_02","no","60-79yo","high"
"17","activity_03","no","80yo+","middle"
"17","activity_05","no","80yo+","middle"
"17","noise_0","no","80yo+","middle"
"17","activity_01","no","80yo+","middle"
"17","activity_03","no","80yo+","middle"
"18","activity_03","no","60-79yo","low"
"18","activity_01","no","60-79yo","low"
"18","activity_01","no","60-79yo","low"
"18","activity_05","no","60-79yo","low"
"19","activity_01","yes","40-59yo","middle"
"19","activity_02","yes","40-59yo","middle"
"19","activity_03","yes","40-59yo","middle"
"19","activity_07","yes","40-59yo","middle"
"20","activity_03","no","80yo+","middle"
"20","activity_01","no","80yo+","middle"
"20","activity_03","no","80yo+","middle"
"20","activity_05","no","80yo+","middle"
"21","activity_04","no","60-79yo","middle"
"21","activity_01","no","60-79yo","middle"
"21","activity_02","no","60-79yo","middle"
"21","activity_03","no","60-79yo","middle"
"21","activity_04","no","60-79yo","middle"
"22","activity_03","no","80yo+","middle"
"22","noise_4","no","80yo+","middle"
"22","activity_03","no","80yo+","middle"
"22","activity_04","no","80yo+","middle"
"22","activity_05","no","80yo+","middle"
"23","activity_03","yes","0-19yo","low"
"23","activity_01","yes","0-19yo","low"
"23","activity_03","yes","0-19yo","low"
"23","activity_05","yes","0-19yo","low"
"24","activity_03","no","60-79yo","high"
"24","activity_05","no","60-79yo","high"
"24","activity_02","no","60-79yo","high"
"24","activity_04","no","60-79yo","high"
"24","activity_01","no","60-79yo","high"
"25","activity_03","no","80yo+","middle"
"25","activity_01","no","80yo+","middle"
"25","activity_03","no","80yo+","middle"
"25","activity_05","no","80yo+","middle"
"26","activity_03","yes","0-19yo","high"
"26","activity_01","yes","0-19yo","high"
"26","activity_03","yes","0-19yo","high"
"26","activity_05","yes","0-19yo","high"
"27","activity_04","yes","20-39yo","low"
"27","activity_01","yes","20-39yo","low"
"27","activity_02","yes","20-39yo","low"
"27","activity_03","yes","20-39yo","low"
"27","activity_04","yes","20-39yo","low"
"28","activity_05","no","60-79yo","high"
"28","activity_02","no","60-79yo","high"
"28","activity_04","no","60-79yo","high"
"28","activity_01","no","60-79yo","high"
"29","activity_01","yes","0-19yo","low"
"29","activity_02","yes","0-19yo","low"
"29","activity_03","yes","0-19yo","low"
"29","activity_07","yes","0-19yo","low"
"30","activity_01","no","80yo+","middle"
"30","activity_03","no","80yo+","middle"
"30","noise_2","no","80yo+","middle"
"30","noise_3","no","80yo+","middle"
"30","activity_03","no","80yo+","middle"
"30","activity_05","no","80yo+","middle"
"31","activity_05","no","60-79yo","high"
"31","activity_02","no","60-79yo","high"
"31","activity_04","no","60-79yo","high"
"31","activity_01","no","60-79yo","high"
"32","activity_04","yes","40-59yo","middle"
"32","activity_03","yes","40-59yo","middle"
"32","activity_01","yes","40-59yo","middle"
"32","activity_04","yes","40-59yo","middle"
"33","activity_03","yes","80yo+","high"
"33","activity_01","yes","80yo+","high"
"33","activity_03","yes","80yo+","high"
"33","activity_05","yes","80yo+","high"
"34","activity_04","yes","40-59yo","middle"
"34","activity_01","yes","40-59yo","middle"
"34","activity_02","yes","40-59yo","middle"
"34","activity_03","yes","40-59yo","middle"
"34","activity_04","yes","40-59yo","middle"
"35","activity_03","no","80yo+","middle"
"35","activity_01","no","80yo+","middle"
"35","activity_03","no","80yo+","middle"
"35","activity_05","no","80yo+","middle"
"36","activity_03","no","80yo+","middle"
"36","activity_01","no","80yo+","middle"
"36","activity_03","no","80yo+","middle"
"36","activity_05","no","80yo+","middle"
"37","activity_03","no","80yo+","middle"
"37","activity_01","no","80yo+","middle"
"37","activity_03","no","80yo+","middle"
"37","activity_05","no","80yo+","middle"
"38","activity_03","no","80yo+","middle"
"38","activity_01","no","80yo+","middle"
"38","activity_03","no","80yo+","middle"
"38","activity_05","no","80yo+","middle"
"39","activity_03","no","80yo+","middle"
"39","activity_01","no","80yo+","middle"
"39","activity_03","no","80yo+","middle"
"39","activity_05","no","80yo+","middle"
"40","activity_05","no","60-79yo","high"
"40","activity_02","no","60-79yo","high"
"40","activity_04","no","60-79yo","high"
"40","activity_01","no","60-79yo","high"
"41","activity_04","yes","40-59yo","low"
"41","activity_01","yes","40-59yo","low"
"41","activity_02","yes","40-59yo","low"
"41","activity_03","yes","40-59yo","low"
"41","activity_04","yes","40-59yo","low"
"42","activity_05","no","60-79yo","high"
"42","activity_02","no","60-79yo","high"
"42","activity_04","no","60-79yo","high"
"42","activity_01","no","60-79yo","high"
"43","noise_4","yes","60-79yo","high"
"43","activity_05","yes","60-79yo","high"
"43","activity_05","yes","60-79yo","high"
"43","activity_03","yes","60-79yo","high"
"44","activity_03","no","0-19yo","middle"
"44","activity_01","no","0-19yo","middle"
"44","activity_03","no","0-19yo","middle"
"44","activity_05","no","0-19yo","middle"
"45","activity_03","no","80yo+","middle"
"45","activity_01","no","80yo+","middle"
"45","activity_03","no","80yo+","middle"
"45","activity_05","no","80yo+","middle"
"46","activity_05","yes","80yo+","high"
"46","activity_02","yes","80yo+","high"
"46","activity_04","yes","80yo+","high"
"46","activity_01","yes","80yo+","high"
"47","activity_05","yes","80yo+","middle"
"47","activity_05","yes","80yo+","middle"
"47","activity_01","yes","80yo+","middle"
"47","activity_02","yes","80yo+","middle"
"47","activity_04","yes","80yo+","middle"
"48","activity_05","no","0-19yo","low"
"48","activity_02","no","0-19yo","low"
"48","activity_04","no","0-19yo","low"
"48","activity_01","no","0-19yo","low"
"49","activity_03","yes","0-19yo","middle"
