"trace_id","activities","owner","employed","age"
"0","activity_01","no","no","60-79yo"
"0","activity_02","no","no","60-79yo"
"0","activity_09","no","no","60-79yo"
"0","activity_05","no","no","60-79yo"
"1","activity_02","yes","no","0-19yo"
"1","activity_07","yes","no","0-19yo"
"1","activity_06","yes","no","0-19yo"
"2","activity_09","yes","yes","0-19yo"
"2","activity_02","yes","yes","0-19yo"
"2","noise_1","yes","yes","0-19yo"
"2","activity_07","yes","yes","0-19yo"
"3","activity_02","yes","no","0-19yo"
"3","activity_07","yes","no","0-19yo"
"3","activity_06","yes","no","0-19yo"
"4","activity_01","yes","no","0-19yo"
"4","activity_02","yes","no","0-19yo"
"4","activity_09","yes","no","0-19yo"
"4","activity_05","yes","no","0-19yo"
"5","activity_10","no","no","40-59yo"
"5","activity_09","no","no","40-59yo"
"5","activity_02","no","no","40-59yo"
"5","activity_04","no","no","40-59yo"
"6","activity_05","yes","yes","40-59yo"
"6","activity_06","yes","yes","40-59yo"
"6","activity_07","yes","yes","40-59yo"
"6","activity_08","yes","yes","40-59yo"
"6","activity_01","yes","yes","40-59yo"
"6","activity_03","yes","yes","40-59yo"
"7","activity_02","yes","no","0-19yo"
"7","activity_07","yes","no","0-19yo"
"7","noise_4","yes","no","0-19yo"
"7","activity_06","yes","no","0-19yo"
"7","activity_07","yes","no","0-19yo"
"8","noise_4","yes","no","0-19yo"
"8","activity_06","yes","no","0-19yo"
"8","activity_07","yes","no","0-19yo"
"8","activity_06","yes","no","0-19yo"
"8","activity_08","yes","no","0-19yo"
"8","activity_01","yes","no","0-19yo"
"8","activity_03","yes","no","0-19yo"
"9","activity_05","yes","no","20-39yo"
"9","activity_06","yes","no","20-39yo"
"9","activity_07","yes","no","20-39yo"
"9","activity_08","yes","no","20-39yo"
"9","activity_01","yes","no","20-39yo"
"9","activity_03","yes","no","20-39yo"
"10","activity_02","yes","yes","0-19yo"
"10","activity_07","yes","yes","0-19yo"
"10","activity_06","yes","yes","0-19yo"
"11","activity_02","yes","no","0-19yo"
"11","activity_07","yes","no","0-19yo"
"11","activity_09","yes","no","0-19yo"
"11","activity_06","yes","no","0-19yo"
"12","activity_01","yes","yes","80yo+"
"12","activity_02","yes","yes","80yo+"
"12","activity_09","yes","yes","80yo+"
"12","activity_05","yes","yes","80yo+"
"13","noise_2","no","yes","20-39yo"
"13","activity_02","no","yes","20-39yo"
"13","activity_07","no","yes","20-39yo"
"14","activity_06","no","no","0-19yo"
"15","activity_02","no","no","40-59yo"
"15","activity_07","no","no","40-59yo"
"15","activity_06","no","no","40-59yo"
"16","activity_02","yes","yes","0-19yo"
"16","activity_07","yes","yes","0-19yo"
"16","activity_06","yes","yes","0-19yo"
"17","noise_2","no","yes","20-39yo"
"17","activity_07","no","yes","20-39yo"
"17","activity_06","no","yes","20-39yo"
"17","activity_02","no","yes","20-39yo"
"18","activity_05","yes","no","80yo+"
"18","activity_06","yes","no","80yo+"
"18","activity_07","yes","no","80yo+"
"18","activity_08","yes","no","80yo+"
"18","activity_01","yes","no","80yo+"
"18","activity_03","yes","no","80yo+"
"19","activity_02","no","yes","0-19yo"
"19","activity_07","no","yes","0-19yo"
"19","activity_06","no","yes","0-19yo"
"20","activity_02","yes","no","20-39yo"
"20","activity_05","yes","no","20-39yo"
"20","activity_07","yes","no","20-39yo"
"20","activity_06","yes","no","20-39yo"
"21","activity_02","yes","yes","0-19yo"
"21","activity_07","yes","yes","0-19yo"
"21","activity_06","yes","yes","0-19yo"
"22","activity_02","no","yes","80yo+"
"22","activity_07","no","yes","80yo+"
"22","activity_06","no","yes","80yo+"
"23","activity_05","yes","no","20-39yo"
"23","activity_06","yes","no","20-39yo"
"23","activity_08","yes","no","20-39yo"
"23","activity_01","yes","no","20-39yo"
"24","activity_02","yes","no","0-19yo"
"24","activity_07","yes","no","0-19yo"
"24","activity_06","yes","no","0-19yo"
"25","activity_02","yes","no","80yo+"
"25","activity_07","yes","no","80yo+"
"25","activity_06","yes","no","80yo+"
"26","activity_05","no","no","60-79yo"
"26","activity_06","no","no","60-79yo"
"26","activity_07","no","no","60-79yo"
"26","activity_08","no","no","60-79yo"
"26","activity_01","no","no","60-79yo"
"26","activity_03","no","no","60-79yo"
"27","activity_07","yes","yes","0-19yo"
"27","activity_02","yes","yes","0-19yo"
"27","activity_06","yes","yes","0-19yo"
"28","activity_02","yes","no","20-39yo"
"28","activity_07","yes","no","20-39yo"
"28","activity_06","yes","no","20-39yo"
"29","activity_02","yes","no","0-19yo"
"29","activity_07","yes","no","0-19yo"
"29","activity_06","yes","no","0-19yo"
"30","activity_02","no","no","0-19yo"
"30","activity_07","no","no","0-19yo"
"30","activity_06","no","no","0-19yo"
"31","activity_05","yes","no","60-79yo"
"31","activity_06","yes","no","60-79yo"
"31","activity_07","yes","no","60-79yo"
"31","activity_08","yes","no","60-79yo"
"31","activity_01","yes","no","60-79yo"
"31","activity_03","yes","no","60-79yo"
"32","activity_07","yes","yes","0-19yo"
"32","activity_02","yes","yes","0-19yo"
"32","activity_07","yes","yes","0-19yo"
"32","noise_1","yes","yes","0-19yo"
"32","activity_06","yes","yes","0-19yo"
"33","activity_03","no","yes","0-19yo"
"33","activity_07","no","yes","0-19yo"
"33","noise_0","no","yes","0-19yo"
"33","activity_02","no","yes","0-19yo"
"33","activity_06","no","yes","0-19yo"
"34","activity_01","yes","no","0-19yo"
"34","activity_02","yes","no","0-19yo"
