"trace_id","activities","owner","employed","car_owner","income","g"
"0","activity_02","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_01","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_03","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_04","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_01","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_03","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"0","activity_03","yes","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"1","noise_4","no","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"1","activity_08","no","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"1","activity_09","no","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"1","activity_08","no","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"1","activity_06","no","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"2","noise_0","no","yes","yes","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"2","activity_10","no","yes","yes","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"2","activity_11","no","yes","yes","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"2","activity_05","no","yes","yes","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"2","activity_11","no","yes","yes","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"3","activity_02","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_10","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_01","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_04","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_01","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"3","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"4","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"4","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_05","yes","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_05","yes","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_11","yes","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_06","yes","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_07","yes","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"6","activity_09","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_08","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_08","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_06","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"7","activity_05","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"7","activity_04","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"7","activity_06","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"8","noise_4","yes","no","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_09","yes","no","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"10","activity_10","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_04","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_05","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","noise_2","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_11","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"11","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"11","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"11","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"11","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"13","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_04","yes","no","yes","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"14","activity_05","yes","no","yes","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"14","activity_10","yes","no","yes","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"14","activity_11","yes","no","yes","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"15","activity_02","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"15","activity_01","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
