,0
0,15.3448050022
1,23.6850399971
2,25.4104449749
3,40.6364181042
4,31.3681709766
5,18.7720170021
6,37.8147618771
7,39.0872449875
8,55.9494578838
9,71.4700500965
10,17.8613770008
11,28.8287029266
12,29.6530890465
13,32.0940110683
14,65.384706974
15,17.7225170135
16,24.4061031342
17,36.5514800549
18,37.2068831921
19,47.7023599148
20,32.0431308746
21,39.775523901
22,54.3477840424
23,38.0593669415
24,50.2539598942
25,30.7836170197
26,47.9118690491
27,53.5274028778
28,98.1806588173
29,58.2350838184
30,39.1675479412
31,52.497918129
32,34.9038770199
33,64.8353168964
34,58.6937828064
35,46.4484601021
36,68.5953040123
37,119.767990112
38,236.29421711
39,162.827986002
40,16.6241488457
41,26.6943488121
42,36.0610899925
43,58.9817039967
44,122.25910306
45,33.4475660324
46,35.1198849678
47,73.0761241913
48,124.288085938
49,180.769944906
50,18.4403841496
51,33.2074329853
52,65.438808918
53,42.1653470993
54,43.4346749783
55,16.9828178883
56,30.1166009903
57,56.714299202
58,69.1885430813
59,80.4582419395
60,53.5275971889
61,53.8680949211
62,44.6954171658
63,53.4911570549
64,75.3828458786
65,68.324972868
66,116.36088109
67,187.214522123
68,170.050433874
69,97.5329978466
70,38.8263771534
71,37.1632750034
72,71.285599947
73,57.6355540752
74,59.9096529484
