"trace_id","activities","employed","age","income"
"0","activity_03","no","80yo+","middle"
"0","activity_01","no","80yo+","middle"
"0","activity_03","no","80yo+","middle"
"0","activity_05","no","80yo+","middle"
"1","activity_03","no","80yo+","middle"
"1","activity_01","no","80yo+","middle"
"1","activity_03","no","80yo+","middle"
"1","activity_05","no","80yo+","middle"
"2","activity_03","no","80yo+","middle"
"2","activity_01","no","80yo+","middle"
"2","activity_03","no","80yo+","middle"
"2","activity_05","no","80yo+","middle"
"3","activity_01","yes","0-19yo","low"
"3","activity_02","yes","0-19yo","low"
"3","activity_03","yes","0-19yo","low"
"3","activity_07","yes","0-19yo","low"
"4","activity_05","no","60-79yo","high"
"4","activity_02","no","60-79yo","high"
"4","activity_04","no","60-79yo","high"
"4","activity_01","no","60-79yo","high"
"5","activity_04","yes","40-59yo","middle"
"5","activity_01","yes","40-59yo","middle"
"5","activity_02","yes","40-59yo","middle"
"5","activity_03","yes","40-59yo","middle"
"5","activity_04","yes","40-59yo","middle"
"6","activity_03","no","80yo+","middle"
"6","activity_01","no","80yo+","middle"
"6","activity_03","no","80yo+","middle"
"6","activity_05","no","80yo+","middle"
"7","activity_05","no","60-79yo","high"
"7","activity_02","no","60-79yo","high"
"7","activity_04","no","60-79yo","high"
"7","activity_01","no","60-79yo","high"
"8","activity_01","no","60-79yo","middle"
"8","activity_03","no","60-79yo","middle"
"8","activity_05","no","60-79yo","middle"
"9","activity_05","no","60-79yo","high"
"9","activity_02","no","60-79yo","high"
"9","activity_04","no","60-79yo","high"
"9","activity_01","no","60-79yo","high"
