"trace_id","activities","employed","age","income"
"0","activity_03","no","80yo+","middle"
"0","activity_01","no","80yo+","middle"
"0","activity_03","no","80yo+","middle"
"0","activity_05","no","80yo+","middle"
"1","activity_05","no","60-79yo","high"
"1","activity_02","no","60-79yo","high"
"1","activity_04","no","60-79yo","high"
"1","activity_01","no","60-79yo","high"
"2","activity_03","no","40-59yo","high"
"2","activity_01","no","40-59yo","high"
"2","activity_03","no","40-59yo","high"
"2","activity_05","no","40-59yo","high"
"3","activity_04","yes","40-59yo","middle"
"3","activity_01","yes","40-59yo","middle"
"3","activity_02","yes","40-59yo","middle"
"3","activity_03","yes","40-59yo","middle"
"3","activity_04","yes","40-59yo","middle"
"4","activity_01","yes","0-19yo","low"
"4","activity_02","yes","0-19yo","low"
"4","activity_03","yes","0-19yo","low"
"4","activity_07","yes","0-19yo","low"
"5","activity_03","no","80yo+","middle"
"5","activity_05","no","80yo+","middle"
"6","noise_4","no","80yo+","middle"
"6","activity_03","no","80yo+","middle"
"6","activity_05","no","80yo+","middle"
"7","activity_02","no","20-39yo","middle"
"7","activity_04","no","20-39yo","middle"
"7","activity_01","no","20-39yo","middle"
"8","activity_03","yes","20-39yo","middle"
"8","activity_01","yes","20-39yo","middle"
"8","activity_03","yes","20-39yo","middle"
"8","activity_05","yes","20-39yo","middle"
"9","activity_05","no","60-79yo","high"
"9","activity_02","no","60-79yo","high"
"9","activity_04","no","60-79yo","high"
"9","activity_01","no","60-79yo","high"
