"trace_id","activities","owner","employed","car_owner"
"0","activity_10","yes","no","no"
"0","activity_01","yes","no","no"
"0","activity_02","yes","no","no"
"0","activity_03","yes","no","no"
"1","activity_12","no","yes","no"
"1","activity_07","no","yes","no"
"1","activity_06","no","yes","no"
"1","activity_05","no","yes","no"
"1","activity_02","no","yes","no"
"1","activity_13","no","yes","no"
"1","activity_14","no","yes","no"
"2","activity_05","no","yes","yes"
"2","activity_04","no","yes","yes"
"2","activity_02","no","yes","yes"
"2","activity_05","no","yes","yes"
"3","activity_05","no","no","yes"
"3","activity_04","no","no","yes"
"3","activity_02","no","no","yes"
"3","activity_05","no","no","yes"
"4","activity_12","yes","yes","no"
"4","activity_07","yes","yes","no"
"4","activity_06","yes","yes","no"
"4","activity_05","yes","yes","no"
"4","activity_02","yes","yes","no"
"4","activity_13","yes","yes","no"
"4","activity_14","yes","yes","no"
"5","activity_12","yes","no","no"
"5","activity_07","yes","no","no"
"5","activity_06","yes","no","no"
"5","activity_05","yes","no","no"
"5","activity_02","yes","no","no"
"5","activity_13","yes","no","no"
"5","activity_14","yes","no","no"
"6","activity_12","no","yes","no"
"6","activity_07","no","yes","no"
"6","activity_06","no","yes","no"
"6","activity_05","no","yes","no"
"6","activity_02","no","yes","no"
"6","activity_13","no","yes","no"
"6","activity_14","no","yes","no"
"7","activity_12","no","yes","no"
"7","activity_07","no","yes","no"
"7","activity_06","no","yes","no"
"7","activity_05","no","yes","no"
"7","activity_02","no","yes","no"
"7","activity_13","no","yes","no"
"7","activity_14","no","yes","no"
"8","activity_10","yes","no","yes"
"8","activity_01","yes","no","yes"
"8","activity_02","yes","no","yes"
"8","activity_03","yes","no","yes"
"9","activity_12","no","no","no"
"9","activity_07","no","no","no"
"9","activity_06","no","no","no"
"9","activity_05","no","no","no"
"9","activity_02","no","no","no"
"9","activity_13","no","no","no"
"9","activity_14","no","no","no"
"10","activity_12","yes","no","no"
"10","activity_07","yes","no","no"
"10","activity_06","yes","no","no"
"10","activity_05","yes","no","no"
"10","activity_02","yes","no","no"
"10","activity_13","yes","no","no"
"10","activity_14","yes","no","no"
"11","activity_12","yes","no","no"
"11","activity_07","yes","no","no"
"11","activity_06","yes","no","no"
"11","activity_05","yes","no","no"
"11","activity_02","yes","no","no"
"11","activity_13","yes","no","no"
"11","activity_14","yes","no","no"
"12","activity_12","no","yes","no"
"12","activity_07","no","yes","no"
"12","activity_06","no","yes","no"
"12","activity_05","no","yes","no"
"12","activity_02","no","yes","no"
"12","activity_13","no","yes","no"
"12","activity_14","no","yes","no"
"13","activity_12","no","no","no"
"13","activity_07","no","no","no"
"13","activity_06","no","no","no"
"13","activity_05","no","no","no"
"13","activity_02","no","no","no"
"13","activity_13","no","no","no"
"13","activity_14","no","no","no"
"14","activity_12","yes","no","no"
"14","activity_07","yes","no","no"
"14","activity_06","yes","no","no"
"14","activity_05","yes","no","no"
"14","activity_02","yes","no","no"
"14","activity_13","yes","no","no"
"14","activity_14","yes","no","no"
"15","activity_12","yes","no","no"
"15","activity_07","yes","no","no"
"15","activity_06","yes","no","no"
"15","activity_05","yes","no","no"
"15","activity_02","yes","no","no"
"15","activity_13","yes","no","no"
"15","activity_14","yes","no","no"
"16","activity_12","yes","yes","no"
"16","activity_07","yes","yes","no"
"16","activity_06","yes","yes","no"
"16","activity_05","yes","yes","no"
"16","activity_02","yes","yes","no"
"16","activity_13","yes","yes","no"
"16","activity_14","yes","yes","no"
"17","activity_02","yes","yes","no"
"17","activity_12","yes","yes","no"
"17","activity_10","yes","yes","no"
"17","activity_15","yes","yes","no"
"18","activity_12","yes","no","no"
"18","activity_07","yes","no","no"
"18","activity_06","yes","no","no"
"18","activity_05","yes","no","no"
"18","activity_02","yes","no","no"
"18","activity_13","yes","no","no"
"18","activity_14","yes","no","no"
"19","activity_02","no","no","yes"
"19","activity_10","no","no","yes"
"19","activity_03","no","no","yes"
"19","activity_02","no","no","yes"
"20","activity_12","yes","no","no"
"20","activity_07","yes","no","no"
"20","activity_06","yes","no","no"
"20","activity_05","yes","no","no"
"20","activity_02","yes","no","no"
"20","activity_13","yes","no","no"
"20","activity_14","yes","no","no"
"21","activity_02","yes","yes","no"
"21","activity_12","yes","yes","no"
"21","activity_10","yes","yes","no"
"21","activity_15","yes","yes","no"
"22","activity_12","no","no","no"
"22","activity_07","no","no","no"
"22","activity_06","no","no","no"
"22","activity_05","no","no","no"
"22","activity_02","no","no","no"
"22","activity_13","no","no","no"
"22","activity_14","no","no","no"
"23","activity_12","yes","yes","no"
"23","activity_07","yes","yes","no"
"23","activity_06","yes","yes","no"
"23","activity_05","yes","yes","no"
"23","activity_02","yes","yes","no"
"23","activity_13","yes","yes","no"
"23","activity_14","yes","yes","no"
"24","activity_02","yes","yes","no"
"24","activity_12","yes","yes","no"
"24","activity_10","yes","yes","no"
"24","activity_15","yes","yes","no"
"25","activity_02","no","no","yes"
"25","activity_10","no","no","yes"
"25","activity_03","no","no","yes"
"25","activity_02","no","no","yes"
"26","activity_12","yes","yes","no"
"26","activity_07","yes","yes","no"
"26","activity_06","yes","yes","no"
"26","activity_05","yes","yes","no"
"26","activity_02","yes","yes","no"
"26","activity_13","yes","yes","no"
"26","activity_14","yes","yes","no"
"27","activity_12","yes","no","no"
"27","activity_07","yes","no","no"
"27","activity_06","yes","no","no"
"27","activity_05","yes","no","no"
"27","activity_02","yes","no","no"
"27","activity_13","yes","no","no"
"27","activity_14","yes","no","no"
"28","activity_05","no","no","yes"
"28","activity_04","no","no","yes"
"28","activity_02","no","no","yes"
"28","activity_05","no","no","yes"
"29","activity_12","yes","no","no"
"29","activity_07","yes","no","no"
"29","activity_06","yes","no","no"
"29","activity_05","yes","no","no"
"29","activity_02","yes","no","no"
"29","activity_13","yes","no","no"
"29","activity_14","yes","no","no"
"30","activity_05","no","no","yes"
"30","activity_04","no","no","yes"
"30","activity_02","no","no","yes"
"30","activity_05","no","no","yes"
"31","activity_12","no","no","no"
"31","activity_07","no","no","no"
"31","activity_06","no","no","no"
"31","activity_05","no","no","no"
"31","activity_02","no","no","no"
"31","activity_13","no","no","no"
"31","activity_14","no","no","no"
"32","activity_12","yes","no","no"
"32","activity_07","yes","no","no"
"32","activity_06","yes","no","no"
"32","activity_05","yes","no","no"
"32","activity_02","yes","no","no"
"32","activity_13","yes","no","no"
"32","activity_14","yes","no","no"
"33","activity_12","no","no","no"
"33","activity_07","no","no","no"
"33","activity_06","no","no","no"
"33","activity_05","no","no","no"
"33","activity_02","no","no","no"
"33","activity_13","no","no","no"
"33","activity_14","no","no","no"
"34","activity_12","no","yes","no"
"34","activity_07","no","yes","no"
"34","activity_06","no","yes","no"
"34","activity_05","no","yes","no"
"34","activity_02","no","yes","no"
"34","activity_13","no","yes","no"
"34","activity_14","no","yes","no"
"35","activity_12","yes","no","no"
"35","activity_07","yes","no","no"
"35","activity_06","yes","no","no"
"35","activity_05","yes","no","no"
"35","activity_02","yes","no","no"
"35","activity_13","yes","no","no"
"35","activity_14","yes","no","no"
"36","activity_12","no","yes","no"
"36","activity_07","no","yes","no"
"36","activity_06","no","yes","no"
"36","activity_05","no","yes","no"
"36","activity_02","no","yes","no"
"36","activity_13","no","yes","no"
"36","activity_14","no","yes","no"
"37","activity_12","no","no","no"
"37","activity_07","no","no","no"
"37","activity_06","no","no","no"
"37","activity_05","no","no","no"
"37","activity_02","no","no","no"
"37","activity_13","no","no","no"
"37","activity_14","no","no","no"
"38","activity_12","yes","no","no"
"38","activity_07","yes","no","no"
"38","activity_06","yes","no","no"
"38","activity_05","yes","no","no"
"38","activity_02","yes","no","no"
"38","activity_13","yes","no","no"
"38","activity_14","yes","no","no"
"39","activity_12","yes","no","no"
"39","activity_07","yes","no","no"
"39","activity_06","yes","no","no"
"39","activity_05","yes","no","no"
"39","activity_02","yes","no","no"
"39","activity_13","yes","no","no"
"39","activity_14","yes","no","no"
"40","activity_12","yes","yes","no"
"40","activity_07","yes","yes","no"
"40","activity_06","yes","yes","no"
"40","activity_05","yes","yes","no"
"40","activity_02","yes","yes","no"
"40","activity_13","yes","yes","no"
"40","activity_14","yes","yes","no"
"41","activity_12","no","no","no"
"41","activity_07","no","no","no"
"41","activity_06","no","no","no"
"41","activity_05","no","no","no"
"41","activity_02","no","no","no"
"41","activity_13","no","no","no"
"41","activity_14","no","no","no"
"42","activity_12","yes","yes","no"
"42","activity_07","yes","yes","no"
"42","activity_06","yes","yes","no"
"42","activity_05","yes","yes","no"
"42","activity_02","yes","yes","no"
"42","activity_13","yes","yes","no"
"42","activity_14","yes","yes","no"
"43","activity_10","no","no","yes"
"43","activity_01","no","no","yes"
"43","activity_02","no","no","yes"
"43","activity_03","no","no","yes"
"44","activity_05","yes","yes","yes"
"44","activity_04","yes","yes","yes"
"44","activity_02","yes","yes","yes"
"44","activity_05","yes","yes","yes"
"45","activity_12","no","no","no"
"45","activity_07","no","no","no"
"45","activity_06","no","no","no"
"45","activity_05","no","no","no"
"45","activity_02","no","no","no"
"45","activity_13","no","no","no"
"45","activity_14","no","no","no"
"46","activity_12","yes","no","no"
"46","activity_07","yes","no","no"
"46","activity_06","yes","no","no"
"46","activity_05","yes","no","no"
"46","activity_02","yes","no","no"
"46","activity_13","yes","no","no"
"46","activity_14","yes","no","no"
"47","activity_10","yes","yes","no"
"47","activity_13","yes","yes","no"
"47","activity_08","yes","yes","no"
"47","activity_02","yes","yes","no"
"48","activity_12","no","no","no"
"48","activity_07","no","no","no"
"48","activity_06","no","no","no"
"48","activity_05","no","no","no"
"48","activity_02","no","no","no"
"48","activity_13","no","no","no"
"48","activity_14","no","no","no"
"49","activity_12","no","yes","no"
"49","activity_07","no","yes","no"
"49","activity_06","no","yes","no"
"49","activity_05","no","yes","no"
"49","activity_02","no","yes","no"
"49","activity_13","no","yes","no"
"49","activity_14","no","yes","no"
"50","activity_12","no","no","no"
"50","activity_07","no","no","no"
"50","activity_06","no","no","no"
"50","activity_05","no","no","no"
"50","activity_02","no","no","no"
"50","activity_13","no","no","no"
"50","activity_14","no","no","no"
"51","activity_10","yes","no","yes"
"51","activity_01","yes","no","yes"
"51","activity_02","yes","no","yes"
"51","activity_03","yes","no","yes"
"52","activity_12","yes","yes","no"
"52","activity_07","yes","yes","no"
"52","activity_06","yes","yes","no"
"52","activity_05","yes","yes","no"
"52","activity_02","yes","yes","no"
"52","activity_13","yes","yes","no"
"52","activity_14","yes","yes","no"
"53","activity_12","yes","no","no"
"53","activity_07","yes","no","no"
"53","activity_06","yes","no","no"
"53","activity_05","yes","no","no"
"53","activity_02","yes","no","no"
"53","activity_13","yes","no","no"
"53","activity_14","yes","no","no"
"54","activity_12","no","no","no"
"54","activity_07","no","no","no"
"54","activity_06","no","no","no"
"54","activity_05","no","no","no"
"54","activity_02","no","no","no"
"54","activity_13","no","no","no"
"54","activity_14","no","no","no"
"55","activity_12","yes","yes","no"
"55","activity_07","yes","yes","no"
"55","activity_06","yes","yes","no"
"55","activity_05","yes","yes","no"
"55","activity_02","yes","yes","no"
"55","activity_13","yes","yes","no"
"55","activity_14","yes","yes","no"
"56","activity_02","no","yes","yes"
"56","activity_10","no","yes","yes"
"56","activity_03","no","yes","yes"
"56","activity_02","no","yes","yes"
"57","activity_12","no","yes","no"
"57","activity_07","no","yes","no"
"57","activity_06","no","yes","no"
"57","activity_05","no","yes","no"
"57","activity_02","no","yes","no"
"57","activity_13","no","yes","no"
"57","activity_14","no","yes","no"
"58","activity_12","no","no","no"
"58","activity_07","no","no","no"
"58","activity_06","no","no","no"
"58","activity_05","no","no","no"
"58","activity_02","no","no","no"
"58","activity_13","no","no","no"
"58","activity_14","no","no","no"
"59","activity_12","yes","no","no"
"59","activity_07","yes","no","no"
"59","activity_06","yes","no","no"
"59","activity_05","yes","no","no"
"59","activity_02","yes","no","no"
"59","activity_13","yes","no","no"
"59","activity_14","yes","no","no"
"60","activity_10","yes","yes","yes"
"60","activity_13","yes","yes","yes"
"60","activity_08","yes","yes","yes"
"60","activity_02","yes","yes","yes"
"61","activity_12","no","yes","no"
"61","activity_07","no","yes","no"
"61","activity_06","no","yes","no"
"61","activity_05","no","yes","no"
"61","activity_02","no","yes","no"
"61","activity_13","no","yes","no"
"61","activity_14","no","yes","no"
"62","activity_02","no","yes","yes"
"62","activity_10","no","yes","yes"
"62","activity_03","no","yes","yes"
"62","activity_02","no","yes","yes"
"63","activity_02","no","yes","no"
"63","activity_12","no","yes","no"
"63","activity_10","no","yes","no"
"63","activity_15","no","yes","no"
"64","activity_12","no","no","no"
"64","activity_07","no","no","no"
"64","activity_06","no","no","no"
"64","activity_05","no","no","no"
"64","activity_02","no","no","no"
"64","activity_13","no","no","no"
"64","activity_14","no","no","no"
"65","activity_12","no","yes","no"
"65","activity_07","no","yes","no"
"65","activity_06","no","yes","no"
"65","activity_05","no","yes","no"
"65","activity_02","no","yes","no"
"65","activity_13","no","yes","no"
"65","activity_14","no","yes","no"
"66","activity_12","no","no","no"
"66","activity_07","no","no","no"
"66","activity_06","no","no","no"
"66","activity_05","no","no","no"
"66","activity_02","no","no","no"
"66","activity_13","no","no","no"
"66","activity_14","no","no","no"
"67","activity_12","yes","yes","no"
"67","activity_07","yes","yes","no"
"67","activity_06","yes","yes","no"
"67","activity_05","yes","yes","no"
"67","activity_02","yes","yes","no"
"67","activity_13","yes","yes","no"
"67","activity_14","yes","yes","no"
"68","activity_10","yes","yes","no"
"68","activity_13","yes","yes","no"
"68","activity_08","yes","yes","no"
"68","activity_02","yes","yes","no"
"69","activity_10","yes","no","no"
"69","activity_01","yes","no","no"
"69","activity_02","yes","no","no"
"69","activity_03","yes","no","no"
"70","activity_12","yes","yes","no"
"70","activity_07","yes","yes","no"
"70","activity_06","yes","yes","no"
"70","activity_05","yes","yes","no"
"70","activity_02","yes","yes","no"
"70","activity_13","yes","yes","no"
"70","activity_14","yes","yes","no"
"71","activity_12","no","yes","no"
"71","activity_07","no","yes","no"
"71","activity_06","no","yes","no"
"71","activity_05","no","yes","no"
"71","activity_02","no","yes","no"
"71","activity_13","no","yes","no"
"71","activity_14","no","yes","no"
"72","activity_12","no","no","no"
"72","activity_07","no","no","no"
"72","activity_06","no","no","no"
"72","activity_05","no","no","no"
"72","activity_02","no","no","no"
"72","activity_13","no","no","no"
"72","activity_14","no","no","no"
"73","activity_12","no","no","no"
"73","activity_07","no","no","no"
"73","activity_06","no","no","no"
"73","activity_05","no","no","no"
"73","activity_02","no","no","no"
"73","activity_13","no","no","no"
"73","activity_14","no","no","no"
