"trace_id","activities","owner","employed","car_owner"
"0","activity_14","no","no","no"
"0","activity_13","no","no","no"
"0","activity_05","no","no","no"
"0","activity_04","no","no","no"
"0","activity_02","no","no","no"
"0","activity_05","no","no","no"
"1","activity_12","yes","no","yes"
"1","activity_14","yes","no","yes"
"1","activity_07","yes","no","yes"
"1","noise_3","yes","no","yes"
"1","activity_06","yes","no","yes"
"1","activity_05","yes","no","yes"
"1","noise_0","yes","no","yes"
"1","activity_02","yes","no","yes"
"1","activity_13","yes","no","yes"
"2","activity_05","no","yes","no"
"2","noise_0","no","yes","no"
"2","activity_02","no","yes","no"
"2","activity_13","no","yes","no"
"2","activity_06","no","yes","no"
"2","activity_14","no","yes","no"
"3","activity_07","yes","yes","yes"
"3","activity_06","yes","yes","yes"
"3","activity_14","yes","yes","yes"
"3","noise_3","yes","yes","yes"
"3","activity_05","yes","yes","yes"
"3","activity_02","yes","yes","yes"
"3","activity_13","yes","yes","yes"
"3","activity_12","yes","yes","yes"
"4","activity_12","yes","yes","yes"
"4","activity_07","yes","yes","yes"
"4","activity_06","yes","yes","yes"
"4","activity_05","yes","yes","yes"
"4","activity_02","yes","yes","yes"
"4","activity_13","yes","yes","yes"
"4","activity_14","yes","yes","yes"
"5","activity_12","no","yes","yes"
"5","activity_07","no","yes","yes"
"5","activity_01","no","yes","yes"
"5","activity_08","no","yes","yes"
"5","activity_06","no","yes","yes"
"5","activity_05","no","yes","yes"
"5","activity_02","no","yes","yes"
"5","activity_01","no","yes","yes"
"5","activity_13","no","yes","yes"
"6","activity_07","yes","yes","yes"
"6","noise_4","yes","yes","yes"
"6","activity_06","yes","yes","yes"
"6","activity_05","yes","yes","yes"
"6","activity_02","yes","yes","yes"
"6","activity_13","yes","yes","yes"
"7","noise_4","yes","yes","yes"
"7","activity_12","yes","yes","yes"
"7","noise_4","yes","yes","yes"
"7","activity_02","yes","yes","yes"
"7","activity_05","yes","yes","yes"
"7","activity_13","yes","yes","yes"
"7","activity_14","yes","yes","yes"
"8","activity_07","yes","yes","no"
"8","activity_06","yes","yes","no"
"8","activity_12","yes","yes","no"
"8","activity_04","yes","yes","no"
"8","activity_13","yes","yes","no"
