"trace_id","activities","owner","employed","car_owner"
"0","activity_08","yes","no","yes"
"0","noise_2","yes","no","yes"
"0","activity_05","yes","no","yes"
"0","activity_04","yes","no","yes"
"0","activity_02","yes","no","yes"
"1","activity_12","no","no","no"
"1","activity_07","no","no","no"
"1","activity_06","no","no","no"
"1","activity_05","no","no","no"
"1","activity_14","no","no","no"
"2","activity_02","no","no","yes"
"2","activity_10","no","no","yes"
"2","activity_03","no","no","yes"
"2","activity_02","no","no","yes"
"3","activity_12","yes","no","yes"
"3","activity_07","yes","no","yes"
"3","activity_06","yes","no","yes"
"3","activity_05","yes","no","yes"
"3","activity_02","yes","no","yes"
"3","activity_13","yes","no","yes"
"3","activity_14","yes","no","yes"
"4","activity_12","yes","no","no"
"4","activity_07","yes","no","no"
"4","activity_06","yes","no","no"
"4","activity_05","yes","no","no"
"4","activity_02","yes","no","no"
"4","activity_13","yes","no","no"
"4","activity_14","yes","no","no"
"5","activity_05","no","yes","yes"
"5","activity_04","no","yes","yes"
"5","activity_02","no","yes","yes"
"5","activity_05","no","yes","yes"
"6","noise_0","yes","yes","yes"
"6","activity_12","yes","yes","yes"
"6","activity_07","yes","yes","yes"
"6","activity_06","yes","yes","yes"
"6","activity_05","yes","yes","yes"
"6","activity_02","yes","yes","yes"
"6","activity_05","yes","yes","yes"
"6","activity_03","yes","yes","yes"
"6","activity_13","yes","yes","yes"
"6","activity_14","yes","yes","yes"
"7","activity_02","no","yes","no"
"7","activity_07","no","yes","no"
"7","activity_14","no","yes","no"
"7","noise_4","no","yes","no"
"7","activity_06","no","yes","no"
"7","activity_05","no","yes","no"
"7","activity_02","no","yes","no"
"7","activity_13","no","yes","no"
"8","activity_12","no","no","yes"
"8","activity_07","no","no","yes"
"8","activity_06","no","no","yes"
"8","activity_05","no","no","yes"
"8","activity_02","no","no","yes"
"8","activity_13","no","no","yes"
"8","activity_14","no","no","yes"
"9","activity_13","yes","no","no"
"9","activity_08","yes","no","no"
"9","activity_02","yes","no","no"
"9","activity_10","yes","no","no"
"10","activity_02","no","yes","no"
"10","activity_15","no","yes","no"
"10","activity_15","no","yes","no"
"10","noise_2","no","yes","no"
"10","activity_10","no","yes","no"
"11","activity_12","no","no","no"
"11","activity_07","no","no","no"
"11","activity_06","no","no","no"
"11","activity_05","no","no","no"
"11","activity_02","no","no","no"
"11","activity_13","no","no","no"
"11","activity_14","no","no","no"
"12","activity_12","yes","no","yes"
"12","activity_07","yes","no","yes"
"12","activity_06","yes","no","yes"
"12","activity_05","yes","no","yes"
"12","activity_02","yes","no","yes"
"12","activity_13","yes","no","yes"
"12","activity_13","yes","no","yes"
"13","activity_12","no","no","no"
