"trace_id","activities","owner","income"
"0","activity_02","yes","high"
"0","activity_03","yes","high"
"0","activity_01","yes","high"
"0","activity_01","yes","high"
"0","activity_01","yes","high"
"1","activity_02","no","high"
"1","activity_03","no","high"
"1","activity_01","no","high"
"1","activity_01","no","high"
"1","activity_01","no","high"
"2","activity_04","yes","low"
"2","activity_03","yes","low"
"2","activity_01","yes","low"
"3","activity_02","no","high"
"3","activity_03","no","high"
"3","activity_01","no","high"
"3","activity_01","no","high"
"3","activity_01","no","high"
"4","activity_01","no","middle"
"4","activity_01","no","middle"
"4","activity_02","no","middle"
"5","activity_02","yes","high"
"5","activity_03","yes","high"
"5","activity_01","yes","high"
"5","activity_01","yes","high"
"5","activity_01","yes","high"
"6","activity_02","no","high"
"6","activity_03","no","high"
"6","activity_01","no","high"
"6","activity_01","no","high"
"6","activity_01","no","high"
"7","activity_02","no","high"
"7","activity_03","no","high"
"7","activity_01","no","high"
"7","activity_01","no","high"
"7","activity_01","no","high"
"8","activity_02","no","high"
"8","activity_03","no","high"
"8","activity_01","no","high"
"8","activity_01","no","high"
"8","activity_01","no","high"
"9","activity_02","yes","high"
"9","activity_03","yes","high"
"9","activity_01","yes","high"
"9","activity_01","yes","high"
"9","activity_01","yes","high"
"10","activity_02","no","high"
"10","activity_03","no","high"
"10","activity_01","no","high"
"10","activity_01","no","high"
"10","activity_01","no","high"
"11","activity_02","no","high"
"11","activity_03","no","high"
"11","activity_01","no","high"
"11","activity_01","no","high"
"11","activity_01","no","high"
"12","activity_02","yes","high"
"12","activity_03","yes","high"
"12","activity_01","yes","high"
"12","activity_01","yes","high"
"12","activity_01","yes","high"
"13","activity_02","yes","high"
"13","activity_03","yes","high"
"13","activity_01","yes","high"
"13","activity_01","yes","high"
"13","activity_01","yes","high"
"14","activity_02","yes","high"
"14","activity_03","yes","high"
"14","activity_01","yes","high"
"14","activity_01","yes","high"
"14","activity_01","yes","high"
"15","activity_02","yes","high"
"15","activity_03","yes","high"
"15","activity_01","yes","high"
"15","activity_01","yes","high"
"15","activity_01","yes","high"
"16","activity_02","yes","high"
"16","activity_03","yes","high"
"16","activity_01","yes","high"
"16","activity_01","yes","high"
"16","activity_01","yes","high"
"17","activity_02","yes","high"
"17","activity_03","yes","high"
"17","activity_01","yes","high"
"17","activity_01","yes","high"
"17","activity_01","yes","high"
"18","activity_02","no","high"
"18","activity_03","no","high"
"18","activity_01","no","high"
"18","activity_01","no","high"
"18","activity_01","no","high"
"19","activity_02","yes","high"
"19","activity_03","yes","high"
"19","activity_01","yes","high"
"19","activity_01","yes","high"
"19","activity_01","yes","high"
"20","activity_02","no","high"
"20","activity_03","no","high"
"20","activity_01","no","high"
"20","activity_01","no","high"
"20","activity_01","no","high"
"21","activity_02","yes","high"
"21","activity_03","yes","high"
"21","activity_01","yes","high"
"21","activity_01","yes","high"
"21","activity_01","yes","high"
"22","activity_02","yes","high"
"22","activity_03","yes","high"
"22","activity_01","yes","high"
"22","activity_01","yes","high"
"22","activity_01","yes","high"
"23","activity_04","yes","low"
"23","activity_03","yes","low"
"23","activity_01","yes","low"
"24","activity_02","no","high"
"24","activity_03","no","high"
"24","activity_01","no","high"
"24","activity_01","no","high"
"24","activity_01","no","high"
"25","activity_02","no","high"
"25","activity_03","no","high"
"25","activity_01","no","high"
"25","activity_01","no","high"
"25","activity_01","no","high"
"26","activity_04","no","low"
"26","activity_03","no","low"
"26","activity_01","no","low"
"27","activity_04","no","low"
"27","activity_03","no","low"
"27","activity_01","no","low"
"28","activity_02","yes","high"
"28","activity_03","yes","high"
"28","activity_01","yes","high"
"28","activity_01","yes","high"
"28","activity_01","yes","high"
"29","activity_02","no","high"
"29","activity_03","no","high"
"29","activity_01","no","high"
"29","activity_01","no","high"
"29","activity_01","no","high"
"30","activity_02","yes","high"
"30","activity_03","yes","high"
"30","activity_01","yes","high"
"30","activity_01","yes","high"
"30","activity_01","yes","high"
"31","activity_02","no","high"
"31","activity_03","no","high"
"31","activity_01","no","high"
"31","activity_01","no","high"
"31","activity_01","no","high"
"32","activity_02","yes","high"
"32","activity_03","yes","high"
"32","activity_01","yes","high"
"32","activity_01","yes","high"
"32","activity_01","yes","high"
"33","activity_02","yes","high"
"33","activity_03","yes","high"
"33","activity_01","yes","high"
"33","activity_01","yes","high"
"33","activity_01","yes","high"
"34","activity_02","yes","high"
"34","activity_03","yes","high"
"34","activity_01","yes","high"
