"trace_id","activities","owner","income"
"0","activity_04","no","low"
"0","activity_03","no","low"
"0","activity_01","no","low"
"1","activity_01","no","middle"
"1","activity_01","no","middle"
"1","activity_02","no","middle"
"2","activity_01","yes","middle"
"2","activity_01","yes","middle"
"2","activity_02","yes","middle"
"3","activity_03","no","high"
"3","activity_01","no","high"
"3","activity_01","no","high"
"3","activity_01","no","high"
"4","activity_02","no","high"
"4","activity_03","no","high"
"4","activity_01","no","high"
"4","activity_01","no","high"
"4","activity_01","no","high"
"5","activity_02","yes","high"
"5","activity_03","yes","high"
"5","activity_01","yes","high"
"5","activity_01","yes","high"
"5","activity_01","yes","high"
"6","activity_02","no","high"
"6","activity_03","no","high"
"6","activity_01","no","high"
"6","activity_01","no","high"
"6","activity_01","no","high"
"7","activity_02","yes","low"
"7","activity_03","yes","low"
"7","activity_01","yes","low"
"7","activity_01","yes","low"
"7","activity_01","yes","low"
"8","activity_01","no","middle"
"8","activity_01","no","middle"
"8","activity_02","no","middle"
"9","activity_02","no","high"
"9","activity_01","no","high"
"9","activity_01","no","high"
"9","activity_01","no","high"
"10","activity_02","yes","high"
"10","activity_03","yes","high"
"10","activity_01","yes","high"
"10","activity_01","yes","high"
"10","activity_01","yes","high"
"11","activity_02","no","high"
"11","activity_03","no","high"
"11","activity_01","no","high"
"11","activity_01","no","high"
"11","activity_01","no","high"
"12","activity_04","yes","low"
"12","activity_01","yes","low"
"12","activity_01","yes","low"
"12","activity_03","yes","low"
"13","activity_04","no","low"
"13","activity_03","no","low"
"13","activity_01","no","low"
"14","activity_01","no","high"
"14","activity_01","no","high"
"14","activity_01","no","high"
"14","activity_02","no","high"
"15","activity_02","no","high"
"15","activity_03","no","high"
"15","activity_01","no","high"
"15","activity_01","no","high"
"15","activity_01","no","high"
"16","activity_04","yes","low"
"16","activity_03","yes","low"
"16","activity_01","yes","low"
"17","activity_02","no","high"
"17","activity_03","no","high"
"17","activity_01","no","high"
"17","activity_01","no","high"
"17","activity_01","no","high"
"18","activity_02","yes","low"
"18","activity_03","yes","low"
"18","activity_01","yes","low"
"18","activity_01","yes","low"
"18","activity_01","yes","low"
"19","activity_02","yes","high"
"19","activity_03","yes","high"
"19","activity_01","yes","high"
"19","activity_01","yes","high"
"19","activity_01","yes","high"
"20","activity_04","no","low"
"20","activity_03","no","low"
"20","activity_01","no","low"
"21","activity_02","yes","high"
"21","activity_03","yes","high"
"21","activity_01","yes","high"
"21","activity_01","yes","high"
"21","activity_01","yes","high"
"22","activity_02","yes","high"
"22","activity_03","yes","high"
"22","activity_01","yes","high"
"22","activity_01","yes","high"
"22","activity_01","yes","high"
"23","activity_02","no","high"
"23","activity_03","no","high"
"23","activity_01","no","high"
"23","activity_01","no","high"
"23","activity_01","no","high"
"24","activity_02","no","high"
"24","activity_03","no","high"
"24","activity_01","no","high"
"24","activity_01","no","high"
"24","activity_01","no","high"
"25","activity_02","yes","high"
"25","activity_03","yes","high"
"25","activity_01","yes","high"
"25","activity_01","yes","high"
"25","activity_01","yes","high"
"26","activity_01","yes","middle"
"26","activity_01","yes","middle"
"26","activity_02","yes","middle"
"27","activity_02","no","middle"
"27","activity_01","no","middle"
"27","activity_03","no","middle"
"27","activity_02","no","middle"
"27","activity_01","no","middle"
"27","activity_01","no","middle"
"28","activity_02","yes","high"
"28","activity_01","yes","high"
"28","activity_03","yes","high"
"28","activity_01","yes","high"
"28","activity_01","yes","high"
"29","activity_04","no","low"
"29","activity_03","no","low"
"29","activity_01","no","low"
"30","activity_02","no","high"
"30","activity_03","no","high"
"30","activity_01","no","high"
"30","activity_01","no","high"
"30","activity_01","no","high"
"31","activity_02","no","high"
"31","activity_03","no","high"
"31","activity_01","no","high"
"31","activity_01","no","high"
"31","activity_01","no","high"
"32","activity_02","yes","middle"
"32","activity_03","yes","middle"
"32","activity_01","yes","middle"
"32","activity_01","yes","middle"
"32","activity_01","yes","middle"
"33","activity_02","yes","high"
"33","activity_03","yes","high"
"33","activity_01","yes","high"
"33","activity_01","yes","high"
"33","activity_01","yes","high"
"34","noise_1","no","high"
"34","activity_01","no","high"
"34","activity_03","no","high"
"34","activity_02","no","high"
"34","activity_02","no","high"
"35","activity_02","yes","middle"
"35","activity_03","yes","middle"
"35","activity_01","yes","middle"
"35","activity_01","yes","middle"
"35","activity_01","yes","middle"
"36","activity_02","no","high"
"36","activity_03","no","high"
"36","activity_01","no","high"
"36","activity_01","no","high"
"36","noise_0","no","high"
"36","activity_03","no","high"
"36","noise_3","no","high"
"37","activity_02","no","high"
"37","activity_03","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"38","activity_02","yes","high"
"38","activity_03","yes","high"
"38","activity_01","yes","high"
"38","activity_01","yes","high"
"38","activity_01","yes","high"
"39","activity_02","yes","high"
"39","activity_03","yes","high"
"39","activity_01","yes","high"
"40","activity_02","yes","high"
"40","activity_03","yes","high"
"40","activity_01","yes","high"
"40","activity_01","yes","high"
"40","activity_01","yes","high"
"41","activity_02","yes","high"
"41","activity_03","yes","high"
"41","activity_01","yes","high"
