"trace_id","activities","owner","employed","age","g"
"0","activity_01","no","no","60-79yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"0","activity_02","no","no","60-79yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"0","activity_09","no","no","60-79yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"0","activity_05","no","no","60-79yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"1","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"1","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"1","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"2","activity_09","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"2","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"2","noise_1","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"2","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"3","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"3","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"3","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"4","activity_01","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"4","activity_02","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"4","activity_09","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"4","activity_05","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"5","activity_10","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"5","activity_09","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"5","activity_02","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"5","activity_04","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"6","activity_05","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_06","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_07","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_08","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_01","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_03","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"7","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"7","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"7","noise_4","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"7","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"7","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"8","noise_4","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_06","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_07","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_06","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_08","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_01","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_03","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_05","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_06","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_07","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_08","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_01","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_03","yes","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"10","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"10","activity_06","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_09","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"12","activity_01","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_02","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_09","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_05","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"13","noise_2","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"13","activity_02","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
