"trace_id","activities","owner","employed","age","g"
"0","activity_05","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"0","activity_06","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"0","activity_07","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"0","activity_08","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"0","activity_01","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"0","activity_03","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"1","activity_02","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"2","noise_4","yes","no","80yo+","activity_02__+__activity_07__+__activity_06"
"2","activity_02","yes","no","80yo+","activity_02__+__activity_07__+__activity_06"
"2","activity_07","yes","no","80yo+","activity_02__+__activity_07__+__activity_06"
"2","noise_0","yes","no","80yo+","activity_02__+__activity_07__+__activity_06"
"3","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"3","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"3","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"4","activity_10","no","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"4","activity_09","no","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"4","activity_02","no","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"4","activity_04","no","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"5","activity_02","yes","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"5","activity_07","yes","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"5","activity_06","yes","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"6","activity_05","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_06","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_07","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","noise_0","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_01","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"6","activity_03","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"7","activity_09","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"7","activity_10","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"7","activity_02","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"8","activity_07","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"8","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"8","activity_06","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"9","activity_05","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_06","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_07","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_08","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_01","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_03","yes","yes","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_01","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"10","activity_07","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"10","activity_06","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"10","activity_02","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"11","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_06","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"11","activity_08","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"12","activity_01","no","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","noise_1","no","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_02","no","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_05","no","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"13","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"13","activity_03","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"14","activity_02","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"14","activity_02","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"14","activity_07","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"14","activity_06","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"15","activity_10","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"15","activity_09","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"15","activity_02","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"15","activity_04","no","no","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"16","activity_01","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"16","activity_02","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"16","activity_09","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"16","activity_05","yes","no","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"17","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"18","activity_02","no","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"18","activity_07","no","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"18","noise_0","no","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"18","activity_06","no","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"19","activity_02","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"19","activity_07","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"19","activity_06","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"20","activity_08","no","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"20","activity_05","no","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"20","activity_07","no","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"20","activity_01","no","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"20","activity_03","no","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"21","activity_05","no","no","80yo+","activity_02__+__activity_07__+__activity_06"
"21","activity_02","no","no","80yo+","activity_02__+__activity_07__+__activity_06"
"21","activity_06","no","no","80yo+","activity_02__+__activity_07__+__activity_06"
"22","activity_10","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"22","activity_09","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"22","activity_04","yes","no","0-19yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"23","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"24","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"24","activity_08","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"25","activity_09","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","noise_4","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","activity_02","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","activity_04","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"26","activity_06","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"26","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"27","activity_02","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"27","activity_07","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"27","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"27","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"27","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"28","noise_4","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"28","activity_02","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"28","activity_07","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"28","activity_02","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"28","activity_06","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"29","activity_07","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"29","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"29","activity_02","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"30","activity_07","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"30","noise_0","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"30","noise_2","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"30","activity_06","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"30","activity_02","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"31","activity_08","no","no","40-59yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"31","activity_09","no","no","40-59yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"31","activity_01","no","no","40-59yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"31","activity_02","no","no","40-59yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"32","activity_02","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"32","noise_4","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"32","activity_09","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"33","activity_01","no","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"33","activity_09","no","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"33","activity_07","no","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"33","activity_02","no","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"33","activity_06","no","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"34","noise_3","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_09","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_05","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_06","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_07","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_07","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_08","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_03","no","no","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"35","activity_08","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"35","activity_07","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"35","activity_06","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"35","noise_2","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"36","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"36","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"36","activity_06","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"38","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"39","activity_05","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"39","activity_06","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"39","activity_07","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
