"trace_id","activities","owner","employed","age","income"
"0","noise_0","no","yes","60-79yo","low"
"0","activity_09","no","yes","60-79yo","low"
"0","activity_04","no","yes","60-79yo","low"
"1","activity_10","no","no","60-79yo","middle"
"1","activity_07","no","no","60-79yo","middle"
"1","activity_08","no","no","60-79yo","middle"
"1","activity_09","no","no","60-79yo","middle"
"2","activity_09","no","yes","20-39yo","high"
"2","activity_04","no","yes","20-39yo","high"
"2","activity_02","no","yes","20-39yo","high"
"3","noise_0","yes","yes","80yo+","low"
"3","activity_06","yes","yes","80yo+","low"
"3","activity_10","yes","yes","80yo+","low"
"3","activity_03","yes","yes","80yo+","low"
"3","noise_0","yes","yes","80yo+","low"
"3","activity_07","yes","yes","80yo+","low"
"4","activity_09","no","yes","60-79yo","high"
"4","activity_04","no","yes","60-79yo","high"
"4","activity_02","no","yes","60-79yo","high"
"5","activity_10","yes","yes","60-79yo","middle"
"5","activity_06","yes","yes","60-79yo","middle"
"5","activity_02","yes","yes","60-79yo","middle"
"5","activity_03","yes","yes","60-79yo","middle"
"5","activity_07","yes","yes","60-79yo","middle"
"6","activity_01","yes","no","60-79yo","middle"
"6","activity_04","yes","no","60-79yo","middle"
"6","activity_07","yes","no","60-79yo","middle"
"6","activity_06","yes","no","60-79yo","middle"
"6","activity_05","yes","no","60-79yo","middle"
"6","activity_05","yes","no","60-79yo","middle"
"6","activity_02","yes","no","60-79yo","middle"
"6","activity_03","yes","no","60-79yo","middle"
"7","activity_04","no","no","40-59yo","high"
"7","noise_0","no","no","40-59yo","high"
"7","activity_02","no","no","40-59yo","high"
"8","activity_03","yes","no","80yo+","middle"
"8","activity_01","yes","no","80yo+","middle"
"8","activity_04","yes","no","80yo+","middle"
"8","activity_01","yes","no","80yo+","middle"
"8","activity_05","yes","no","80yo+","middle"
"9","activity_07","no","yes","80yo+","high"
