"trace_id","activities","owner","employed","age","income"
"0","activity_09","no","no","60-79yo","high"
"0","activity_04","no","no","60-79yo","high"
"0","activity_02","no","no","60-79yo","high"
"1","activity_09","no","yes","20-39yo","high"
"1","activity_04","no","yes","20-39yo","high"
"1","activity_02","no","yes","20-39yo","high"
"2","activity_03","yes","yes","60-79yo","low"
"2","activity_01","yes","yes","60-79yo","low"
"2","activity_04","yes","yes","60-79yo","low"
"2","activity_01","yes","yes","60-79yo","low"
"2","activity_05","yes","yes","60-79yo","low"
"3","activity_10","no","yes","20-39yo","low"
"3","activity_07","no","yes","20-39yo","low"
"3","activity_08","no","yes","20-39yo","low"
"3","activity_09","no","yes","20-39yo","low"
"4","activity_10","no","yes","60-79yo","high"
"4","activity_06","no","yes","60-79yo","high"
"4","activity_02","no","yes","60-79yo","high"
"4","activity_03","no","yes","60-79yo","high"
"4","activity_07","no","yes","60-79yo","high"
"5","activity_01","yes","no","60-79yo","middle"
"5","activity_04","yes","no","60-79yo","middle"
"5","activity_07","yes","no","60-79yo","middle"
"5","activity_06","yes","no","60-79yo","middle"
"5","activity_05","yes","no","60-79yo","middle"
"5","activity_05","yes","no","60-79yo","middle"
"5","activity_02","yes","no","60-79yo","middle"
"5","activity_03","yes","no","60-79yo","middle"
"6","activity_10","yes","yes","80yo+","middle"
"6","activity_06","yes","yes","80yo+","middle"
"6","activity_02","yes","yes","80yo+","middle"
"6","activity_03","yes","yes","80yo+","middle"
"6","activity_07","yes","yes","80yo+","middle"
"7","activity_10","no","yes","20-39yo","low"
"7","activity_07","no","yes","20-39yo","low"
"7","activity_08","no","yes","20-39yo","low"
"7","activity_09","no","yes","20-39yo","low"
"8","activity_09","yes","yes","0-19yo","high"
"8","activity_04","yes","yes","0-19yo","high"
"8","activity_02","yes","yes","0-19yo","high"
"9","activity_09","yes","yes","20-39yo","high"
"9","activity_04","yes","yes","20-39yo","high"
"9","activity_02","yes","yes","20-39yo","high"
