"trace_id","activities","owner","employed","age","income"
"0","activity_02","yes","no","20-39yo","high"
"1","activity_03","yes","yes","60-79yo","low"
"1","activity_01","yes","yes","60-79yo","low"
"1","activity_04","yes","yes","60-79yo","low"
"1","activity_01","yes","yes","60-79yo","low"
"1","activity_05","yes","yes","60-79yo","low"
"2","activity_01","yes","no","20-39yo","high"
"2","activity_04","yes","no","20-39yo","high"
"2","activity_07","yes","no","20-39yo","high"
"2","activity_06","yes","no","20-39yo","high"
"2","activity_05","yes","no","20-39yo","high"
"2","activity_05","yes","no","20-39yo","high"
"2","activity_02","yes","no","20-39yo","high"
"2","activity_03","yes","no","20-39yo","high"
"3","activity_02","no","yes","0-19yo","high"
"3","noise_4","no","yes","0-19yo","high"
"3","activity_06","no","yes","0-19yo","high"
"3","activity_03","no","yes","0-19yo","high"
"4","noise_2","yes","no","0-19yo","high"
"4","activity_04","yes","no","0-19yo","high"
"5","activity_09","no","yes","20-39yo","high"
"5","activity_04","no","yes","20-39yo","high"
"5","noise_4","no","yes","20-39yo","high"
"5","noise_1","no","yes","20-39yo","high"
"5","activity_02","no","yes","20-39yo","high"
"6","activity_10","no","yes","40-59yo","high"
"6","activity_06","no","yes","40-59yo","high"
"6","activity_02","no","yes","40-59yo","high"
"6","activity_03","no","yes","40-59yo","high"
"6","activity_07","no","yes","40-59yo","high"
"7","activity_10","no","no","20-39yo","middle"
"7","noise_0","no","no","20-39yo","middle"
"7","activity_07","no","no","20-39yo","middle"
"7","activity_08","no","no","20-39yo","middle"
"8","activity_10","no","no","0-19yo","middle"
"8","activity_07","no","no","0-19yo","middle"
"8","activity_08","no","no","0-19yo","middle"
"8","activity_09","no","no","0-19yo","middle"
"9","activity_09","yes","yes","60-79yo","middle"
"9","activity_04","yes","yes","60-79yo","middle"
"9","activity_02","yes","yes","60-79yo","middle"
