"trace_id","activities","owner","employed","age","income"
"0","activity_09","no","yes","0-19yo","high"
"0","activity_04","no","yes","0-19yo","high"
"0","activity_02","no","yes","0-19yo","high"
"1","activity_10","no","yes","0-19yo","low"
"1","activity_07","no","yes","0-19yo","low"
"1","activity_08","no","yes","0-19yo","low"
"1","activity_09","no","yes","0-19yo","low"
"2","activity_03","yes","yes","80yo+","high"
"2","activity_01","yes","yes","80yo+","high"
"2","activity_04","yes","yes","80yo+","high"
"2","activity_01","yes","yes","80yo+","high"
"2","activity_05","yes","yes","80yo+","high"
"3","activity_10","yes","yes","60-79yo","high"
"3","activity_06","yes","yes","60-79yo","high"
"3","activity_02","yes","yes","60-79yo","high"
"3","activity_03","yes","yes","60-79yo","high"
"3","activity_07","yes","yes","60-79yo","high"
"4","activity_01","no","no","0-19yo","middle"
"4","activity_04","no","no","0-19yo","middle"
"4","activity_07","no","no","0-19yo","middle"
"4","activity_06","no","no","0-19yo","middle"
"4","activity_05","no","no","0-19yo","middle"
"4","activity_05","no","no","0-19yo","middle"
"4","activity_02","no","no","0-19yo","middle"
"4","activity_03","no","no","0-19yo","middle"
"5","activity_04","yes","no","0-19yo","low"
"5","activity_02","yes","no","0-19yo","low"
"5","activity_09","yes","no","0-19yo","low"
"6","activity_09","no","yes","60-79yo","high"
"6","activity_04","no","yes","60-79yo","high"
"6","activity_02","no","yes","60-79yo","high"
"7","activity_10","no","yes","40-59yo","low"
"7","activity_07","no","yes","40-59yo","low"
"7","activity_08","no","yes","40-59yo","low"
"7","activity_09","no","yes","40-59yo","low"
"8","activity_09","no","yes","0-19yo","high"
"8","activity_04","no","yes","0-19yo","high"
"8","activity_02","no","yes","0-19yo","high"
"9","activity_10","no","yes","60-79yo","middle"
"9","activity_06","no","yes","60-79yo","middle"
"9","activity_02","no","yes","60-79yo","middle"
"9","activity_03","no","yes","60-79yo","middle"
"9","activity_07","no","yes","60-79yo","middle"
