"trace_id","activities","owner","employed","car_owner","income"
"0","activity_09","yes","yes","yes","high"
"0","activity_01","yes","yes","yes","high"
"0","activity_09","yes","yes","yes","high"
"1","activity_08","no","yes","yes","middle"
"1","activity_09","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"2","activity_06","yes","yes","no","high"
"2","activity_07","yes","yes","no","high"
"2","activity_02","yes","yes","no","high"
"2","activity_01","yes","yes","no","high"
"2","activity_02","yes","yes","no","high"
"2","activity_03","yes","yes","no","high"
"3","activity_08","no","no","no","high"
"3","activity_09","no","no","no","high"
"3","activity_03","no","no","no","high"
"4","activity_09","no","yes","yes","middle"
"4","activity_03","no","yes","yes","middle"
"5","activity_08","yes","no","no","middle"
"5","activity_09","yes","no","no","middle"
"5","activity_03","yes","no","no","middle"
"6","activity_08","no","yes","yes","middle"
"6","activity_09","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"7","activity_08","no","yes","yes","middle"
"7","activity_09","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"8","activity_03","no","yes","yes","middle"
"8","activity_09","no","yes","yes","middle"
"9","activity_02","no","no","yes","low"
"9","activity_01","no","no","yes","low"
"9","activity_02","no","no","yes","low"
"9","activity_08","no","no","yes","low"
