"trace_id","activities","owner","employed","car_owner","income"
"0","activity_08","no","yes","no","low"
"0","activity_09","no","yes","no","low"
"0","activity_03","no","yes","no","low"
"1","activity_08","yes","yes","yes","high"
"1","activity_09","yes","yes","yes","high"
"1","activity_03","yes","yes","yes","high"
"2","activity_02","no","no","yes","low"
"2","activity_01","no","no","yes","low"
"2","activity_02","no","no","yes","low"
"2","activity_08","no","no","yes","low"
"3","noise_3","no","yes","yes","middle"
"3","activity_09","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"4","activity_09","no","no","no","high"
"4","activity_03","no","no","no","high"
"4","activity_08","no","no","no","high"
"5","activity_08","yes","yes","yes","middle"
"6","activity_09","no","yes","no","high"
"7","activity_08","no","yes","yes","middle"
"7","activity_09","no","yes","yes","middle"
"7","noise_4","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"8","activity_03","no","no","yes","middle"
"8","activity_03","no","no","yes","middle"
"9","activity_06","yes","yes","no","high"
"9","activity_07","yes","yes","no","high"
"9","activity_02","yes","yes","no","high"
"9","activity_01","yes","yes","no","high"
"9","activity_02","yes","yes","no","high"
"9","activity_03","yes","yes","no","high"
