"trace_id","activities","owner","employed","car_owner","g"
"0","activity_12","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_07","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_06","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_05","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_02","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_13","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"0","activity_14","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"1","activity_10","yes","yes","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"1","activity_13","yes","yes","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"1","activity_08","yes","yes","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"1","activity_02","yes","yes","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"2","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"2","activity_05","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"2","activity_02","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"2","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"2","noise_4","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"2","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"3","activity_10","no","no","yes","activity_10__+__activity_01__+__activity_02__+__activity_03"
"3","activity_01","no","no","yes","activity_10__+__activity_01__+__activity_02__+__activity_03"
"3","activity_02","no","no","yes","activity_10__+__activity_01__+__activity_02__+__activity_03"
"3","activity_03","no","no","yes","activity_10__+__activity_01__+__activity_02__+__activity_03"
"4","activity_12","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_07","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_06","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_05","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_02","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_13","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_14","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_02","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_14","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_05","yes","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"6","activity_04","yes","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"6","activity_02","yes","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"6","activity_05","yes","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"7","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_07","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_05","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_02","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_14","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_02","no","yes","no","activity_02__+__activity_10__+__activity_03__+__activity_02"
"8","activity_10","no","yes","no","activity_02__+__activity_10__+__activity_03__+__activity_02"
"8","activity_03","no","yes","no","activity_02__+__activity_10__+__activity_03__+__activity_02"
"8","activity_02","no","yes","no","activity_02__+__activity_10__+__activity_03__+__activity_02"
"9","activity_02","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"9","activity_12","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"9","activity_10","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"9","activity_15","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
