"trace_id","activities","owner","employed","car_owner","income"
"0","activity_06","no","yes","no","low"
"0","activity_02","no","yes","no","low"
"0","activity_01","no","yes","no","low"
"0","activity_02","no","yes","no","low"
"0","activity_07","no","yes","no","low"
"1","activity_08","yes","no","no","middle"
"1","activity_09","yes","no","no","middle"
"1","activity_03","yes","no","no","middle"
"2","activity_08","no","yes","yes","middle"
"2","activity_03","no","yes","yes","middle"
"2","activity_02","no","yes","yes","middle"
"2","activity_09","no","yes","yes","middle"
"2","activity_01","no","yes","yes","middle"
"3","activity_08","no","yes","no","high"
"3","activity_03","no","yes","no","high"
"3","activity_09","no","yes","no","high"
"4","activity_01","no","yes","no","high"
"4","activity_02","no","yes","no","high"
"4","activity_09","no","yes","no","high"
"4","activity_02","no","yes","no","high"
"4","activity_08","no","yes","no","high"
"5","activity_08","no","no","no","middle"
"5","activity_01","no","no","no","middle"
"5","activity_03","no","no","no","middle"
"6","activity_09","no","no","no","high"
"6","activity_07","no","no","no","high"
"6","activity_03","no","no","no","high"
"6","activity_08","no","no","no","high"
"7","noise_1","yes","no","no","high"
"7","activity_08","yes","no","no","high"
"7","activity_09","yes","no","no","high"
"7","activity_03","yes","no","no","high"
"8","activity_09","yes","yes","no","high"
"8","activity_08","yes","yes","no","high"
"8","activity_03","yes","yes","no","high"
"9","activity_08","no","yes","yes","middle"
"9","activity_09","no","yes","yes","middle"
"9","activity_09","no","yes","yes","middle"
"9","noise_4","no","yes","yes","middle"
"9","activity_03","no","yes","yes","middle"
"10","noise_2","no","yes","yes","middle"
"10","activity_06","no","yes","yes","middle"
"10","activity_03","no","yes","yes","middle"
"11","activity_03","yes","yes","yes","middle"
"11","activity_08","yes","yes","yes","middle"
"11","activity_09","yes","yes","yes","middle"
"11","activity_03","yes","yes","yes","middle"
"12","noise_0","no","no","no","low"
"12","activity_09","no","no","no","low"
"12","activity_08","no","no","no","low"
"12","activity_03","no","no","no","low"
"13","activity_02","no","yes","no","middle"
"13","activity_01","no","yes","no","middle"
"13","activity_02","no","yes","no","middle"
"13","activity_08","no","yes","no","middle"
"14","activity_06","yes","yes","no","middle"
"14","activity_03","yes","yes","no","middle"
"14","activity_02","yes","yes","no","middle"
"14","activity_01","yes","yes","no","middle"
"14","activity_02","yes","yes","no","middle"
"15","activity_03","no","yes","yes","low"
"15","activity_08","no","yes","yes","low"
"16","activity_08","no","yes","yes","middle"
"16","activity_09","no","yes","yes","middle"
"16","activity_03","no","yes","yes","middle"
"17","activity_09","no","no","yes","high"
"17","activity_08","no","no","yes","high"
"18","activity_08","no","no","no","low"
"18","noise_2","no","no","no","low"
"18","activity_07","no","no","no","low"
"18","activity_09","no","no","no","low"
"18","activity_03","no","no","no","low"
"19","activity_06","no","yes","no","middle"
"19","activity_07","no","yes","no","middle"
"19","activity_02","no","yes","no","middle"
"19","activity_02","no","yes","no","middle"
"19","activity_03","no","yes","no","middle"
"20","noise_1","no","no","yes","middle"
"20","activity_08","no","no","yes","middle"
"20","activity_09","no","no","yes","middle"
"21","activity_08","no","yes","yes","middle"
"21","activity_09","no","yes","yes","middle"
"21","activity_03","no","yes","yes","middle"
"22","noise_0","no","no","no","high"
"22","activity_08","no","no","no","high"
"22","activity_03","no","no","no","high"
"23","activity_08","yes","no","no","high"
"23","activity_09","yes","no","no","high"
"23","activity_02","yes","no","no","high"
"24","activity_08","no","no","yes","high"
"24","activity_09","no","no","yes","high"
"24","activity_08","no","no","yes","high"
"24","activity_03","no","no","yes","high"
"25","activity_06","yes","yes","no","middle"
"25","activity_07","yes","yes","no","middle"
"25","activity_02","yes","yes","no","middle"
"25","activity_01","yes","yes","no","middle"
"25","activity_02","yes","yes","no","middle"
"25","activity_03","yes","yes","no","middle"
"26","activity_09","no","no","yes","high"
"26","activity_08","no","no","yes","high"
"27","activity_08","no","yes","yes","middle"
"27","activity_03","no","yes","yes","middle"
"28","activity_08","yes","yes","no","low"
"28","activity_02","yes","yes","no","low"
"28","activity_09","yes","yes","no","low"
"29","activity_08","yes","no","no","high"
"29","activity_09","yes","no","no","high"
"29","activity_03","yes","no","no","high"
"30","activity_06","yes","no","yes","high"
"30","activity_09","yes","no","yes","high"
"30","activity_03","yes","no","yes","high"
"31","activity_02","yes","no","yes","high"
"31","activity_03","yes","no","yes","high"
"31","activity_01","yes","no","yes","high"
"32","activity_09","yes","yes","yes","high"
"32","activity_07","yes","yes","yes","high"
"32","activity_08","yes","yes","yes","high"
"33","activity_08","yes","yes","yes","high"
"33","activity_09","yes","yes","yes","high"
"33","activity_03","yes","yes","yes","high"
"34","activity_03","no","no","no","low"
"35","activity_08","no","yes","yes","middle"
"35","activity_09","no","yes","yes","middle"
"35","activity_03","no","yes","yes","middle"
"36","activity_08","no","yes","yes","middle"
"37","activity_08","yes","yes","yes","high"
"37","activity_09","yes","yes","yes","high"
"37","activity_03","yes","yes","yes","high"
"38","activity_08","no","yes","yes","middle"
"38","activity_03","no","yes","yes","middle"
