"trace_id","activities","owner","employed","car_owner","income"
"0","activity_08","no","yes","yes","middle"
"0","activity_09","no","yes","yes","middle"
"0","activity_03","no","yes","yes","middle"
"1","activity_08","no","yes","yes","middle"
"1","activity_09","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"2","noise_2","yes","no","no","high"
"2","activity_09","yes","no","no","high"
"3","activity_08","no","yes","yes","middle"
"3","activity_09","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"4","activity_01","no","yes","yes","middle"
"4","activity_09","no","yes","yes","middle"
"4","activity_08","no","yes","yes","middle"
"5","activity_01","no","yes","no","low"
"5","activity_06","no","yes","no","low"
"5","activity_07","no","yes","no","low"
"5","activity_02","no","yes","no","low"
"5","activity_02","no","yes","no","low"
"5","activity_03","no","yes","no","low"
"6","activity_06","yes","yes","no","high"
"6","activity_07","yes","yes","no","high"
"6","activity_02","yes","yes","no","high"
"6","activity_01","yes","yes","no","high"
"6","activity_02","yes","yes","no","high"
"6","activity_03","yes","yes","no","high"
"7","activity_08","no","yes","yes","middle"
"7","activity_09","no","yes","yes","middle"
"7","activity_03","no","yes","yes","middle"
"8","activity_08","no","no","yes","low"
"8","activity_09","no","no","yes","low"
"8","activity_03","no","no","yes","low"
"9","activity_08","yes","no","no","middle"
"9","activity_09","yes","no","no","middle"
"9","activity_03","yes","no","no","middle"
"10","activity_08","no","yes","yes","middle"
"10","activity_09","no","yes","yes","middle"
"10","activity_03","no","yes","yes","middle"
"11","activity_02","no","yes","no","high"
"11","activity_01","no","yes","no","high"
"11","activity_02","no","yes","no","high"
"11","activity_08","no","yes","no","high"
"12","activity_08","no","yes","yes","middle"
"12","activity_09","no","yes","yes","middle"
"12","activity_03","no","yes","yes","middle"
"13","noise_2","no","yes","yes","middle"
"13","activity_07","no","yes","yes","middle"
"13","activity_08","no","yes","yes","middle"
"13","activity_09","no","yes","yes","middle"
"14","noise_2","no","yes","yes","middle"
"14","activity_03","no","yes","yes","middle"
"14","activity_08","no","yes","yes","middle"
"14","noise_2","no","yes","yes","middle"
"15","activity_08","no","yes","yes","middle"
"15","activity_09","no","yes","yes","middle"
"15","activity_03","no","yes","yes","middle"
"16","activity_03","no","yes","yes","middle"
"16","activity_08","no","yes","yes","middle"
"17","activity_08","no","yes","yes","middle"
"17","noise_3","no","yes","yes","middle"
"17","activity_03","no","yes","yes","middle"
"18","activity_08","no","yes","yes","middle"
"18","activity_09","no","yes","yes","middle"
"18","activity_03","no","yes","yes","middle"
"19","activity_09","no","no","yes","high"
"19","activity_08","no","no","yes","high"
"19","activity_03","no","no","yes","high"
"19","noise_1","no","no","yes","high"
"20","activity_07","no","yes","yes","middle"
"20","activity_09","no","yes","yes","middle"
"21","activity_09","yes","yes","yes","middle"
"21","noise_2","yes","yes","yes","middle"
"21","activity_08","yes","yes","yes","middle"
"21","noise_3","yes","yes","yes","middle"
"21","activity_03","yes","yes","yes","middle"
"22","activity_08","no","yes","yes","middle"
"22","activity_09","no","yes","yes","middle"
"22","activity_03","no","yes","yes","middle"
"23","activity_08","no","yes","yes","middle"
"23","activity_09","no","yes","yes","middle"
"23","activity_03","no","yes","yes","middle"
"24","activity_08","no","yes","yes","middle"
"24","activity_09","no","yes","yes","middle"
"24","activity_03","no","yes","yes","middle"
"25","activity_08","yes","yes","yes","high"
"25","activity_09","yes","yes","yes","high"
"25","activity_03","yes","yes","yes","high"
"26","activity_06","yes","yes","no","high"
"26","activity_07","yes","yes","no","high"
"26","activity_02","yes","yes","no","high"
"26","activity_02","yes","yes","no","high"
"26","activity_03","yes","yes","no","high"
"27","activity_02","no","no","yes","low"
"27","activity_01","no","no","yes","low"
"27","activity_02","no","no","yes","low"
"27","activity_08","no","no","yes","low"
"28","activity_08","yes","no","yes","low"
"28","activity_09","yes","no","yes","low"
"28","activity_03","yes","no","yes","low"
"29","activity_06","yes","no","no","low"
"29","activity_07","yes","no","no","low"
"29","activity_02","yes","no","no","low"
"29","activity_01","yes","no","no","low"
"29","activity_02","yes","no","no","low"
"29","activity_03","yes","no","no","low"
"30","activity_08","yes","yes","no","low"
"30","activity_09","yes","yes","no","low"
"30","activity_03","yes","yes","no","low"
