"trace_id","activities","owner","employed","car_owner","income"
"0","activity_08","no","yes","yes","middle"
"0","activity_08","no","yes","yes","middle"
"0","activity_06","no","yes","yes","middle"
"0","activity_09","no","yes","yes","middle"
"0","activity_03","no","yes","yes","middle"
"1","activity_03","no","yes","yes","middle"
"1","activity_09","no","yes","yes","middle"
"2","noise_0","no","yes","no","low"
"2","activity_08","no","yes","no","low"
"2","activity_03","no","yes","no","low"
"2","activity_09","no","yes","no","low"
"2","activity_03","no","yes","no","low"
"3","activity_08","no","yes","yes","middle"
"3","activity_09","no","yes","yes","middle"
"3","activity_03","no","yes","yes","middle"
"4","noise_4","yes","no","yes","high"
"4","activity_08","yes","no","yes","high"
"4","activity_09","yes","no","yes","high"
"4","activity_03","yes","no","yes","high"
"5","activity_08","no","no","no","high"
"5","activity_09","no","no","no","high"
"6","activity_09","no","yes","yes","middle"
"6","activity_08","no","yes","yes","middle"
"6","activity_06","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"6","activity_03","no","yes","yes","middle"
"7","activity_09","yes","no","no","high"
"7","activity_02","yes","no","no","high"
"7","activity_03","yes","no","no","high"
"8","activity_08","no","yes","yes","middle"
"8","activity_09","no","yes","yes","middle"
"8","activity_03","no","yes","yes","middle"
"9","activity_08","yes","yes","no","high"
"9","activity_09","yes","yes","no","high"
"9","activity_03","yes","yes","no","high"
"10","activity_08","no","no","yes","low"
"10","activity_09","no","no","yes","low"
"10","activity_03","no","no","yes","low"
"11","activity_08","no","yes","yes","middle"
"11","activity_09","no","yes","yes","middle"
"11","activity_03","no","yes","yes","middle"
"12","activity_08","yes","no","yes","low"
"12","activity_09","yes","no","yes","low"
"12","activity_03","yes","no","yes","low"
"13","activity_08","no","yes","yes","low"
"13","activity_09","no","yes","yes","low"
"13","activity_03","no","yes","yes","low"
"14","activity_08","yes","no","no","high"
"14","activity_09","yes","no","no","high"
"14","activity_03","yes","no","no","high"
"15","activity_08","no","yes","no","middle"
"15","activity_09","no","yes","no","middle"
"15","activity_03","no","yes","no","middle"
"16","activity_08","yes","no","no","middle"
"16","activity_09","yes","no","no","middle"
"16","activity_03","yes","no","no","middle"
"17","noise_3","no","yes","no","middle"
"17","activity_01","no","yes","no","middle"
"17","activity_08","no","yes","no","middle"
"17","activity_09","no","yes","no","middle"
"17","activity_03","no","yes","no","middle"
"18","activity_08","no","yes","yes","middle"
"18","noise_4","no","yes","yes","middle"
"18","activity_03","no","yes","yes","middle"
"19","activity_09","no","yes","yes","middle"
"19","activity_09","no","yes","yes","middle"
"19","activity_08","no","yes","yes","middle"
"19","activity_03","no","yes","yes","middle"
"20","activity_08","no","yes","yes","middle"
"20","activity_09","no","yes","yes","middle"
"20","activity_03","no","yes","yes","middle"
"21","activity_08","yes","no","no","middle"
"21","activity_09","yes","no","no","middle"
"21","activity_03","yes","no","no","middle"
"22","activity_06","yes","yes","no","low"
"22","activity_07","yes","yes","no","low"
"22","activity_02","yes","yes","no","low"
"22","activity_01","yes","yes","no","low"
"22","activity_02","yes","yes","no","low"
"22","activity_03","yes","yes","no","low"
"23","activity_08","no","yes","yes","high"
"23","activity_09","no","yes","yes","high"
"23","activity_06","no","yes","yes","high"
"23","activity_03","no","yes","yes","high"
"24","activity_08","no","yes","no","middle"
"24","activity_09","no","yes","no","middle"
"24","activity_08","no","yes","no","middle"
"24","activity_03","no","yes","no","middle"
"24","noise_2","no","yes","no","middle"
"25","activity_08","no","yes","no","high"
"25","activity_09","no","yes","no","high"
"25","activity_03","no","yes","no","high"
"26","activity_08","yes","yes","yes","high"
"26","activity_09","yes","yes","yes","high"
"26","activity_03","yes","yes","yes","high"
"26","activity_08","yes","yes","yes","high"
"27","activity_08","no","yes","yes","middle"
"27","activity_09","no","yes","yes","middle"
"27","activity_03","no","yes","yes","middle"
"28","activity_08","no","yes","yes","middle"
"28","activity_09","no","yes","yes","middle"
"28","activity_03","no","yes","yes","middle"
"29","activity_02","no","no","yes","low"
"29","activity_01","no","no","yes","low"
"29","activity_02","no","no","yes","low"
"29","activity_08","no","no","yes","low"
"30","activity_02","no","no","no","middle"
"30","activity_01","no","no","no","middle"
"30","activity_02","no","no","no","middle"
"30","activity_08","no","no","no","middle"
"31","noise_1","no","yes","yes","middle"
"31","activity_07","no","yes","yes","middle"
"31","activity_09","no","yes","yes","middle"
"32","activity_06","yes","yes","no","high"
"32","activity_07","yes","yes","no","high"
"32","activity_02","yes","yes","no","high"
"32","activity_02","yes","yes","no","high"
"32","activity_03","yes","yes","no","high"
"32","activity_01","yes","yes","no","high"
"33","noise_0","no","yes","yes","middle"
"33","noise_1","no","yes","yes","middle"
"33","activity_08","no","yes","yes","middle"
"33","activity_06","no","yes","yes","middle"
"33","activity_09","no","yes","yes","middle"
"33","activity_03","no","yes","yes","middle"
"34","activity_08","no","yes","no","middle"
"34","noise_1","no","yes","no","middle"
"34","activity_09","no","yes","no","middle"
"35","activity_08","no","yes","yes","middle"
"35","activity_09","no","yes","yes","middle"
"35","activity_03","no","yes","yes","middle"
"36","noise_4","no","no","no","low"
"36","activity_08","no","no","no","low"
"37","activity_09","no","yes","yes","middle"
"37","activity_03","no","yes","yes","middle"
"38","activity_08","no","yes","yes","middle"
"38","activity_09","no","yes","yes","middle"
"38","activity_03","no","yes","yes","middle"
"39","activity_09","no","yes","no","middle"
"39","activity_08","no","yes","no","middle"
"40","activity_08","no","no","yes","high"
"40","activity_09","no","no","yes","high"
"40","activity_08","no","no","yes","high"
"41","activity_06","no","no","yes","low"
"41","activity_07","no","no","yes","low"
"41","activity_02","no","no","yes","low"
"41","activity_01","no","no","yes","low"
"41","activity_02","no","no","yes","low"
"41","activity_03","no","no","yes","low"
"42","activity_06","no","yes","yes","middle"
"42","activity_07","no","yes","yes","middle"
"42","activity_02","no","yes","yes","middle"
"42","activity_01","no","yes","yes","middle"
"42","activity_02","no","yes","yes","middle"
"42","activity_03","no","yes","yes","middle"
"43","activity_06","no","yes","no","low"
"43","activity_07","no","yes","no","low"
"43","activity_01","no","yes","no","low"
"43","activity_02","no","yes","no","low"
"43","activity_02","no","yes","no","low"
"44","activity_03","no","no","yes","high"
"45","activity_06","yes","yes","no","high"
"45","noise_1","yes","yes","no","high"
"45","activity_07","yes","yes","no","high"
"45","activity_02","yes","yes","no","high"
"45","activity_03","yes","yes","no","high"
"46","activity_08","yes","yes","no","high"
"46","activity_09","yes","yes","no","high"
"46","activity_03","yes","yes","no","high"
"47","activity_08","no","yes","yes","high"
"47","noise_3","no","yes","yes","high"
"47","activity_09","no","yes","yes","high"
"47","activity_09","no","yes","yes","high"
"48","activity_08","no","yes","yes","middle"
"48","activity_09","no","yes","yes","middle"
"49","activity_08","no","no","yes","low"
"49","activity_08","no","no","yes","low"
"49","activity_03","no","no","yes","low"
"49","activity_09","no","no","yes","low"
"50","activity_09","no","no","no","middle"
"50","noise_3","no","no","no","middle"
"51","activity_02","no","no","yes","low"
"51","activity_08","no","no","yes","low"
"51","activity_01","no","no","yes","low"
"51","activity_08","no","no","yes","low"
"51","noise_1","no","no","yes","low"
"52","activity_09","no","yes","yes","middle"
"52","noise_0","no","yes","yes","middle"
"52","activity_09","no","yes","yes","middle"
"52","activity_03","no","yes","yes","middle"
"53","activity_02","no","no","no","middle"
"53","activity_01","no","no","no","middle"
"53","activity_02","no","no","no","middle"
"53","activity_08","no","no","no","middle"
"54","activity_08","no","yes","yes","middle"
"54","noise_2","no","yes","yes","middle"
"54","noise_3","no","yes","yes","middle"
"54","activity_03","no","yes","yes","middle"
"55","activity_06","no","no","no","high"
"55","activity_07","no","no","no","high"
"55","activity_02","no","no","no","high"
"55","activity_01","no","no","no","high"
"55","activity_02","no","no","no","high"
"55","activity_03","no","no","no","high"
"56","activity_09","no","yes","yes","middle"
"56","activity_06","no","yes","yes","middle"
"56","activity_03","no","yes","yes","middle"
"56","activity_03","no","yes","yes","middle"
"57","activity_08","yes","no","yes","middle"
"58","activity_03","yes","yes","no","middle"
"58","noise_0","yes","yes","no","middle"
"58","noise_3","yes","yes","no","middle"
"58","activity_09","yes","yes","no","middle"
"59","activity_02","no","no","yes","low"
"59","activity_01","no","no","yes","low"
"59","activity_08","no","no","yes","low"
